model,fold,protein,tp0,tp1,tp2,tp3,fn0,fn1,fn2,fn3,fp0,fp1,fp2,fp3
adapter256_seqonly,2,Q8K0S5,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q8K3U6,0,1,1,1,1,0,0,0,1,0,0,0
adapter256_seqonly,2,Q8K4P1,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q8K4P2,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q8LW54,1,1,1,1,1,1,1,1,1,1,1,1
adapter256_seqonly,2,Q8MA00,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q8MJC3,0,0,0,0,2,2,2,2,2,2,2,2
adapter256_seqonly,2,Q8MJU1,0,0,0,0,2,2,2,2,1,1,1,1
adapter256_seqonly,2,Q8MJV4,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q8MKI5,0,0,0,0,2,2,2,2,1,1,1,1
adapter256_seqonly,2,Q8MMJ7,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q8MTX2,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q8N6Q3,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q8NG41,0,1,1,1,1,0,0,0,1,0,0,0
adapter256_seqonly,2,Q8QG89,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,Q8RB77,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,Q8S8Y4,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,Q8SQ23,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,Q8SWI4,0,0,1,1,1,1,0,0,1,1,0,0
adapter256_seqonly,2,Q8T9R8,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,Q8UUG0,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q8UUG2,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q8WI34,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q8WPU1,0,1,1,1,1,0,0,0,1,0,0,0
adapter256_seqonly,2,Q8WXF3,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q8XIS3,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,Q8YYG5,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q90325,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,Q90326,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,Q90391,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,Q90392,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,Q90VW7,0,0,0,0,2,2,2,2,1,1,1,1
adapter256_seqonly,2,Q90W79,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q90WC0,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,Q90YA6,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,Q90ZX8,0,0,0,0,2,2,2,2,2,2,2,2
adapter256_seqonly,2,Q90ZY0,0,0,0,0,2,2,2,2,2,2,2,2
adapter256_seqonly,2,Q92405,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q93R80,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q93V72,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q93Z08,0,1,1,1,1,0,0,0,1,0,0,0
adapter256_seqonly,2,Q95222,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,Q95ND5,0,0,0,0,2,2,2,2,1,1,1,1
adapter256_seqonly,2,Q95ND7,1,1,1,1,1,1,1,1,0,0,0,0
adapter256_seqonly,2,Q96316,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q96PL2,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,Q97JJ9,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,Q98995,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,Q98SP2,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,Q99013,0,0,0,1,1,1,1,0,2,2,2,1
adapter256_seqonly,2,Q99219,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q99M75,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q99PI8,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9AVB0,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9AYP9,1,1,2,2,1,1,0,0,1,1,0,0
adapter256_seqonly,2,Q9BBS2,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9BDB7,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,Q9BH21,1,2,2,2,1,0,0,0,1,0,0,0
adapter256_seqonly,2,Q9BH75,1,2,2,2,1,0,0,0,1,0,0,0
adapter256_seqonly,2,Q9BH79,0,0,0,0,2,2,2,2,2,2,2,2
adapter256_seqonly,2,Q9BH81,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9BH86,1,2,2,2,1,0,0,0,1,0,0,0
adapter256_seqonly,2,Q9BHA6,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9BMP8,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9BP43,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,2,Q9BP46,0,0,0,0,2,2,2,2,1,1,1,1
adapter256_seqonly,2,Q9BP47,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9BP51,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9BP53,1,1,2,2,1,1,0,0,1,1,0,0
adapter256_seqonly,2,Q9BP56,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9BPD1,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9BPD2,0,0,0,0,2,2,2,2,2,2,2,2
adapter256_seqonly,2,Q9BPD3,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9BPD4,1,1,2,2,1,1,0,0,1,1,0,0
adapter256_seqonly,2,Q9BPD5,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9BPD6,1,1,2,2,1,1,0,0,1,1,0,0
adapter256_seqonly,2,Q9BPD7,0,0,0,0,2,2,2,2,2,2,2,2
adapter256_seqonly,2,Q9BPD9,0,0,0,0,2,2,2,2,2,2,2,2
adapter256_seqonly,2,Q9BPE0,0,0,0,0,2,2,2,2,2,2,2,2
adapter256_seqonly,2,Q9BPE1,0,0,0,0,2,2,2,2,2,2,2,2
adapter256_seqonly,2,Q9BPE2,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9BPE3,1,1,1,1,1,1,1,1,0,0,0,0
adapter256_seqonly,2,Q9BPE4,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9BPE5,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9BPE6,1,2,2,2,1,0,0,0,1,0,0,0
adapter256_seqonly,2,Q9BPE7,0,1,1,2,2,1,1,0,2,1,1,0
adapter256_seqonly,2,Q9BPE9,1,1,1,1,1,1,1,1,1,1,1,1
adapter256_seqonly,2,Q9BPF1,0,1,2,2,2,1,0,0,2,1,0,0
adapter256_seqonly,2,Q9BPF2,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9BPF3,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9BPF4,1,2,2,2,1,0,0,0,1,0,0,0
adapter256_seqonly,2,Q9BPF5,0,0,2,2,2,2,0,0,2,2,0,0
adapter256_seqonly,2,Q9BPF7,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9BPF9,1,2,2,2,1,0,0,0,1,0,0,0
adapter256_seqonly,2,Q9BPG0,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9BPG1,1,2,2,2,1,0,0,0,1,0,0,0
adapter256_seqonly,2,Q9BPG2,1,2,2,2,1,0,0,0,1,0,0,0
adapter256_seqonly,2,Q9BPG5,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9BPG6,0,1,2,2,2,1,0,0,2,1,0,0
adapter256_seqonly,2,Q9BPG7,1,1,2,2,1,1,0,0,1,1,0,0
adapter256_seqonly,2,Q9BPG8,1,2,2,2,1,0,0,0,1,0,0,0
adapter256_seqonly,2,Q9BPH0,1,1,2,2,1,1,0,0,1,1,0,0
adapter256_seqonly,2,Q9BPH1,1,1,1,1,1,1,1,1,1,1,1,1
adapter256_seqonly,2,Q9BPH2,1,1,2,2,1,1,0,0,1,1,0,0
adapter256_seqonly,2,Q9BZR6,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9C169,0,1,1,1,1,0,0,0,1,0,0,0
adapter256_seqonly,2,Q9C7F7,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,Q9C9B1,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9CQW3,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9D3P9,2,2,2,2,1,1,1,1,1,1,1,1
adapter256_seqonly,2,Q9F1K9,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9FGF6,0,2,2,2,2,0,0,0,2,0,0,0
adapter256_seqonly,2,Q9FGH4,0,0,1,1,1,1,0,0,1,1,0,0
adapter256_seqonly,2,Q9FNQ2,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9FZ86,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9FZD0,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9GJY2,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,2,Q9GK16,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,2,Q9GLG4,0,0,0,0,4,4,4,4,1,1,1,1
adapter256_seqonly,2,Q9GLP2,1,1,1,1,1,1,1,1,0,0,0,0
adapter256_seqonly,2,Q9GQW4,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9GSA4,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9IAB0,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,Q9IAX6,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,Q9IAY0,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,Q9IAY1,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,Q9IAY2,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,Q9IAY3,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,Q9JM53,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,Q9JMB8,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9KD78,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,Q9M088,0,0,1,1,1,1,0,0,1,1,0,0
adapter256_seqonly,2,Q9M2G1,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9MS55,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9MS58,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9MS61,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9MS64,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9MS67,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9MS70,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9MS73,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9MS76,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9MS79,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9MTL6,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9MUS0,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9N0E3,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9N4D8,1,1,1,1,3,3,3,3,1,1,1,1
adapter256_seqonly,2,Q9N661,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,Q9NDE8,33,42,43,44,13,4,3,2,13,4,3,2
adapter256_seqonly,2,Q9P232,0,0,1,1,1,1,0,0,1,1,0,0
adapter256_seqonly,2,Q9P378,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9PVK9,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,Q9PW35,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,Q9PW36,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,Q9PWJ0,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,Q9QUG3,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,2,Q9S0W8,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,Q9S9K4,0,1,1,1,1,0,0,0,2,1,1,1
adapter256_seqonly,2,Q9SD84,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9SKW7,4,5,5,5,2,1,1,1,1,0,0,0
adapter256_seqonly,2,Q9SUV6,0,1,1,1,1,0,0,0,2,1,1,1
adapter256_seqonly,2,Q9TKY7,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9TUX7,2,3,3,3,2,1,1,1,1,0,0,0
adapter256_seqonly,2,Q9TY83,0,1,1,1,1,0,0,0,1,0,0,0
adapter256_seqonly,2,Q9TY84,0,1,1,1,1,0,0,0,1,0,0,0
adapter256_seqonly,2,Q9U619,1,1,1,2,1,1,1,0,1,1,1,0
adapter256_seqonly,2,Q9U6Z5,0,0,0,2,2,2,2,0,2,2,2,0
adapter256_seqonly,2,Q9U6Z9,1,1,2,2,1,1,0,0,1,1,0,0
adapter256_seqonly,2,Q9U700,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9UKY0,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,2,Q9UQ52,0,0,1,1,1,1,0,0,1,1,0,0
adapter256_seqonly,2,Q9UV63,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,Q9VLK4,2,2,2,2,1,1,1,1,0,0,0,0
adapter256_seqonly,2,Q9VT50,0,0,0,1,3,3,3,2,3,3,3,2
adapter256_seqonly,2,Q9VTM6,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9VU58,0,0,0,0,3,3,3,3,1,1,1,1
adapter256_seqonly,2,Q9VVF7,6,6,6,6,1,1,1,1,0,0,0,0
adapter256_seqonly,2,Q9W7S2,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,Q9WUG6,0,1,1,1,1,0,0,0,2,1,1,1
adapter256_seqonly,2,Q9WVA8,1,1,1,1,3,3,3,3,1,1,1,1
adapter256_seqonly,2,Q9WVA9,2,2,2,2,2,2,2,2,1,1,1,1
adapter256_seqonly,2,Q9XZK6,0,1,2,2,2,1,0,0,2,1,0,0
adapter256_seqonly,2,Q9XZK7,0,1,2,2,2,1,0,0,2,1,0,0
adapter256_seqonly,2,Q9Y5Q6,1,1,1,1,1,1,1,1,2,2,2,2
adapter256_seqonly,2,Q9Y7Y7,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9YI19,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,2,Q9Z0J1,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,2,Q9Z0X1,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,2,R4JJN6,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,R4JNJ5,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,R4JQZ0,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,R4ZCU1,0,2,2,3,4,2,2,1,6,4,4,3
adapter256_seqonly,2,S4UJW3,2,2,3,3,1,1,0,0,1,1,0,0
adapter256_seqonly,2,U4N938,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,2,U5KJC9,0,0,1,1,1,1,0,0,1,1,0,0
adapter256_seqonly,2,U5KJJ1,0,0,1,1,1,1,0,0,1,1,0,0
adapter256_seqonly,2,U5KJM4,0,0,1,1,1,1,0,0,1,1,0,0
adapter256_seqonly,2,U5KJM6,0,0,1,1,1,1,0,0,1,1,0,0
adapter256_seqonly,2,U5KJT7,0,0,1,1,1,1,0,0,1,1,0,0
adapter256_seqonly,2,U5KJZ2,0,0,1,1,1,1,0,0,1,1,0,0
adapter256_seqonly,2,W8GNV3,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,X5I9Y2,1,1,2,2,1,1,0,0,1,1,0,0
adapter256_seqonly,2,X5I9Z2,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,2,X5IFZ1,0,0,0,0,2,2,2,2,2,2,2,2
adapter256_seqonly,5,A0A024SH76,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,5,A0A059J5P2,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,5,A0A084G2W8,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,5,A0A125S9E4,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,A0A144LUY5,1,1,1,1,3,3,3,3,0,0,0,0
adapter256_seqonly,5,A0A144LVL3,0,1,1,1,4,3,3,3,1,0,0,0
adapter256_seqonly,5,A0A1B0GVD1,0,0,0,1,1,1,1,0,1,1,1,0
adapter256_seqonly,5,A0A1D0BR67,0,0,1,1,1,1,0,0,1,1,0,0
adapter256_seqonly,5,A0A1D0BZF5,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,5,A0A1P8VFM2,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,5,A0A384K116,0,1,1,1,1,0,0,0,1,0,0,0
adapter256_seqonly,5,A0A5C1ZW08,0,0,1,1,1,1,0,0,1,1,0,0
adapter256_seqonly,5,A0A5C1ZXT8,0,0,1,1,1,1,0,0,1,1,0,0
adapter256_seqonly,5,A0A5C2A2T2,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,5,A0A6B9L8Y4,0,0,0,0,2,2,2,2,2,2,2,2
adapter256_seqonly,5,A0AIY9,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,A0Q1T6,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,A0RJ49,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,A0RZB4,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,A0ZT93,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,5,A1EC31,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,5,A1JKC3,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,5,A2BDG0,0,0,0,0,1,1,1,1,2,2,2,2
adapter256_seqonly,5,A2BDG5,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,A2BDG9,0,0,1,1,1,1,0,0,2,2,1,1
adapter256_seqonly,5,A2RLA2,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,5,A2VE33,0,0,0,1,1,1,1,0,1,1,1,0
adapter256_seqonly,5,A2XHZ9,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,A2ZBG5,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,5,A3DBS4,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,5,A3F7X2,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,5,A4TL44,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,5,A4VUF9,0,1,1,1,1,0,0,0,1,0,0,0
adapter256_seqonly,5,A4W0Q0,0,1,1,1,1,0,0,0,1,0,0,0
adapter256_seqonly,5,A4XJS7,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,5,A5A6J6,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,5,A5A6P7,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,5,A5A752,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,5,A5I667,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,A5ITG9,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,A5LHG2,1,1,1,1,1,1,1,1,2,2,2,2
adapter256_seqonly,5,A5N6K1,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,5,A5VKS3,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,5,A6BM07,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,5,A6LQR8,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,A6MFK9,0,0,0,0,1,1,1,1,0,0,0,0
adapter256_seqonly,5,A6P3B2,18,18,18,18,0,0,0,0,2,2,2,2
adapter256_seqonly,5,A6QHI7,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,A6U2B3,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,A6XN32,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,A7FFL9,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,A7FXU7,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,A7GHK3,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,A7GTC2,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,A7RMN1,0,0,1,1,1,1,0,0,1,1,0,0
adapter256_seqonly,5,A7X362,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,A7Z783,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,A8AWF9,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,5,A8D888,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,5,A8FFT0,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,A8WU84,3,3,3,3,0,0,0,0,0,0,0,0
adapter256_seqonly,5,A8Z2H3,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,A9KMF6,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,A9R3T6,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,5,A9VIR7,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,B0BND0,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B0K416,0,1,1,1,1,0,0,0,1,0,0,0
adapter256_seqonly,5,B0KAC0,0,1,1,1,1,0,0,0,1,0,0,0
adapter256_seqonly,5,B0TBW5,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,B0XZV8,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,B0Y665,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,B1AIJ8,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B1B6T1,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B1IBP4,1,1,1,1,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B1ILY6,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,B1IQZ3,0,0,0,0,1,1,1,1,1,1,1,1
adapter256_seqonly,5,B1JR58,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,B1KZR4,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,B1P1A2,0,1,1,1,1,0,0,0,1,0,0,0
adapter256_seqonly,5,B1P1A4,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B1P1B6,1,2,2,2,1,0,0,0,1,0,0,0
adapter256_seqonly,5,B1P1B7,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B1P1B8,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B1P1B9,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B1P1C2,1,1,1,2,1,1,1,0,1,1,1,0
adapter256_seqonly,5,B1P1C6,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B1P1C7,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B1P1C8,1,1,1,2,1,1,1,0,1,1,1,0
adapter256_seqonly,5,B1P1D7,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B1P1D8,0,2,2,2,2,0,0,0,2,0,0,0
adapter256_seqonly,5,B1P1D9,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B1P1E0,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B1P1E1,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B1P1E2,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,B1P1E3,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B1P1E4,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B1P1E5,0,1,1,1,2,1,1,1,1,0,0,0
adapter256_seqonly,5,B1P1E6,0,1,1,1,2,1,1,1,1,0,0,0
adapter256_seqonly,5,B1P1E7,0,1,1,1,2,1,1,1,1,0,0,0
adapter256_seqonly,5,B1P1E8,0,1,1,1,2,1,1,1,1,0,0,0
adapter256_seqonly,5,B1P1F1,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B1P1F3,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B1P1F4,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B1P1F5,1,1,1,1,1,1,1,1,0,0,0,0
adapter256_seqonly,5,B1P1F6,0,1,1,1,2,1,1,1,1,0,0,0
adapter256_seqonly,5,B1P1F7,1,1,2,2,1,1,0,0,1,1,0,0
adapter256_seqonly,5,B1P1F8,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B1P1F9,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B1P1G0,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B1P1G1,0,1,1,1,3,2,2,2,2,1,1,1
adapter256_seqonly,5,B1P1G2,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B1P1G3,2,2,2,2,0,0,0,0,0,0,0,0
adapter256_seqonly,5,B1P1G4,1,1,1,1,1,1,1,1,0,0,0,0
adapter256_seqonly,5,B1P1G5,1,1,1,1,1,1,1,1,0,0,0,0
adapter256_seqonly,5,B1P1G6,0,1,1,1,2,1,1,1,1,0,0,0
adapter256_seqonly,5,B1P1H0,1,1,1,1,0,0,0,0,1,1,1,1
adapter256_seqonly,5,B1P1H1,0,2,2,2,2,0,0,0,2,0,0,0
adapter256_seqonly,5,B1P1H2,1,1,1,1,1,1,1,1,0,0,0,0
