model,fold,protein,tp0,tp1,tp2,tp3,tp4,tp5,fn0,fn1,fn2,fn3,fn4,fn5,fp0,fp1,fp2,fp3,fp4,fp5
esmc6b_3di_gated_boundary,2,Q8MMJ7,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q8MTX2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q8N6Q3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q8NG41,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q8QG89,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q8RB77,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q8S8Y4,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q8SQ23,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0
esmc6b_3di_gated_boundary,2,Q8SWI4,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc6b_3di_gated_boundary,2,Q8T9R8,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q8UUG0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q8UUG2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q8WI34,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q8WPU1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q8WXF3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q8XIS3,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q8YYG5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q90325,0,1,1,1,1,1,1,0,0,0,0,0,2,1,1,1,1,1
esmc6b_3di_gated_boundary,2,Q90326,0,1,1,1,1,1,1,0,0,0,0,0,2,1,1,1,1,1
esmc6b_3di_gated_boundary,2,Q90391,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q90392,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q90VW7,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
esmc6b_3di_gated_boundary,2,Q90WC0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc6b_3di_gated_boundary,2,Q90YA6,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q90ZX8,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
esmc6b_3di_gated_boundary,2,Q90ZY0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
esmc6b_3di_gated_boundary,2,Q92405,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q93R80,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q93V72,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q93Z08,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q95222,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
esmc6b_3di_gated_boundary,2,Q95ND5,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
esmc6b_3di_gated_boundary,2,Q95ND7,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q96316,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q96PL2,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
esmc6b_3di_gated_boundary,2,Q97JJ9,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q98995,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q98SP2,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q99013,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
esmc6b_3di_gated_boundary,2,Q99219,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q99M75,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q99PI8,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9AVB0,0,0,1,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9AYP9,0,0,0,1,2,2,2,2,2,1,0,0,2,2,2,1,0,0
esmc6b_3di_gated_boundary,2,Q9BBS2,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BDB7,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BH21,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BH75,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BH79,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
esmc6b_3di_gated_boundary,2,Q9BH81,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BH86,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BHA6,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BMP8,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BP43,0,1,1,1,1,1,1,0,0,0,0,0,3,2,2,2,2,2
esmc6b_3di_gated_boundary,2,Q9BP46,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
esmc6b_3di_gated_boundary,2,Q9BP47,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc6b_3di_gated_boundary,2,Q9BP51,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BP53,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BP56,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPD1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPD2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
esmc6b_3di_gated_boundary,2,Q9BPD3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPD4,1,1,2,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPD5,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPD6,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPD7,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
esmc6b_3di_gated_boundary,2,Q9BPD9,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
esmc6b_3di_gated_boundary,2,Q9BPE0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
esmc6b_3di_gated_boundary,2,Q9BPE1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
esmc6b_3di_gated_boundary,2,Q9BPE2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPE3,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
esmc6b_3di_gated_boundary,2,Q9BPE4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPE5,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPE6,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPE7,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPE9,0,2,2,2,2,2,2,0,0,0,0,0,2,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPF1,0,1,2,2,2,2,2,1,0,0,0,0,2,1,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPF2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPF3,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPF4,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPF5,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPF7,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPF9,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPG0,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPG1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPG2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPG5,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPG6,0,0,1,2,2,2,2,2,1,0,0,0,2,2,1,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPG7,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPG8,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPH0,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPH1,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
esmc6b_3di_gated_boundary,2,Q9BPH2,1,1,2,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9BZR6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9C169,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9C7F7,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0
esmc6b_3di_gated_boundary,2,Q9C9B1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9CQW3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9D3P9,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1
esmc6b_3di_gated_boundary,2,Q9F1K9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9FGF6,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9FGH4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9FNQ2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9FZ86,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9FZD0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9GJY2,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
esmc6b_3di_gated_boundary,2,Q9GK16,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
esmc6b_3di_gated_boundary,2,Q9GLG4,0,0,0,0,0,0,4,4,4,4,4,4,3,3,3,3,3,3
esmc6b_3di_gated_boundary,2,Q9GLP2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9GQW4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9GSA4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9IAB0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9IAX6,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9IAY0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9IAY1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9IAY2,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9IAY3,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9JM53,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9KD78,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9M088,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9M2G1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9MS55,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9MS58,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9MS61,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9MS64,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9MS67,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9MS70,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9MS73,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9MS76,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9MS79,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9MTL6,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9MUS0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9N0E3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9N4D8,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1
esmc6b_3di_gated_boundary,2,Q9N661,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9NDE8,32,40,42,43,43,43,14,6,4,3,3,3,12,4,2,1,1,1
esmc6b_3di_gated_boundary,2,Q9P378,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9PVK9,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9PW35,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9PW36,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9PWJ0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9QUG3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9S0W8,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc6b_3di_gated_boundary,2,Q9S9K4,0,1,1,1,1,1,1,0,0,0,0,0,2,1,1,1,1,1
esmc6b_3di_gated_boundary,2,Q9SD84,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9SKW7,4,5,5,5,5,5,2,1,1,1,1,1,2,1,1,1,1,1
esmc6b_3di_gated_boundary,2,Q9SUV6,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
esmc6b_3di_gated_boundary,2,Q9TKY7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9TUX7,2,3,3,3,3,3,2,1,1,1,1,1,1,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9TY83,0,1,1,1,1,1,1,0,0,0,0,0,2,1,1,1,1,1
esmc6b_3di_gated_boundary,2,Q9TY84,0,1,1,1,1,1,1,0,0,0,0,0,2,1,1,1,1,1
esmc6b_3di_gated_boundary,2,Q9U619,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
esmc6b_3di_gated_boundary,2,Q9U6Z5,0,0,0,2,2,2,2,2,2,0,0,0,2,2,2,0,0,0
esmc6b_3di_gated_boundary,2,Q9U6Z9,1,1,2,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9U700,1,1,1,2,2,2,1,1,1,0,0,0,1,1,1,0,0,0
esmc6b_3di_gated_boundary,2,Q9UKY0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9UV63,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9VLK4,2,2,3,3,3,3,1,1,0,0,0,0,1,1,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9VT50,0,0,0,1,1,1,3,3,3,2,2,2,3,3,3,2,2,2
esmc6b_3di_gated_boundary,2,Q9VTM6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9VU58,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1
esmc6b_3di_gated_boundary,2,Q9VVF7,5,6,6,6,6,6,2,1,1,1,1,1,1,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9W7S2,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9WUG6,0,1,1,1,1,1,1,0,0,0,0,0,3,2,2,2,2,2
esmc6b_3di_gated_boundary,2,Q9WVA8,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1
esmc6b_3di_gated_boundary,2,Q9WVA9,1,1,1,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1
esmc6b_3di_gated_boundary,2,Q9XZK6,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9XZK7,1,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9Y5Q6,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9Y7Y7,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9YI19,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9Z0J1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,Q9Z0X1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,R4JJN6,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,R4JNJ5,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,R4JQZ0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,R4ZCU1,3,3,3,3,4,4,1,1,1,1,0,0,1,1,1,1,0,0
esmc6b_3di_gated_boundary,2,S4UJW3,2,2,3,3,3,3,1,1,0,0,0,0,1,1,0,0,0,0
esmc6b_3di_gated_boundary,2,U4N938,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
esmc6b_3di_gated_boundary,2,U5KJC9,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,U5KJJ1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
esmc6b_3di_gated_boundary,2,U5KJM4,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
esmc6b_3di_gated_boundary,2,U5KJM6,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
esmc6b_3di_gated_boundary,2,U5KJT7,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,U5KJZ2,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
esmc6b_3di_gated_boundary,2,W8GNV3,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,X5I9Y2,1,1,2,2,2,2,1,1,0,0,0,0,1,1,0,0,0,0
esmc6b_3di_gated_boundary,2,X5I9Z2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,2,X5IFZ1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
esmc6b_3di_gated_boundary,5,A0A024SH76,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,5,A0A059J5P2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,5,A0A084G2W8,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0
esmc6b_3di_gated_boundary,5,A0A125S9E4,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
esmc6b_3di_gated_boundary,5,A0A144LUY5,1,1,1,1,1,1,3,3,3,3,3,3,0,0,0,0,0,0
esmc6b_3di_gated_boundary,5,A0A144LVL3,0,1,1,1,1,1,4,3,3,3,3,3,1,0,0,0,0,0
esmc6b_3di_gated_boundary,5,A0A1B0GVD1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
esmc6b_3di_gated_boundary,5,A0A1D0BR67,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
esmc6b_3di_gated_boundary,5,A0A1D0BZF5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,5,A0A1P8VFM2,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,5,A0A384K116,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
esmc6b_3di_gated_boundary,5,A0A5C1ZW08,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,5,A0A5C1ZXT8,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc6b_3di_gated_boundary,5,A0A5C2A2T2,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
esmc6b_3di_gated_boundary,5,A0A6B9L8Y4,0,0,0,0,2,2,2,2,2,2,0,0,2,2,2,2,0,0
esmc6b_3di_gated_boundary,5,A0AIY9,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
esmc6b_3di_gated_boundary,5,A0Q1T6,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
esmc6b_3di_gated_boundary,5,A0RJ49,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
esmc6b_3di_gated_boundary,5,A0RZB4,0,1,1,1,1,1,1,0,0,0,0,0,2,1,1,1,1,1
esmc6b_3di_gated_boundary,5,A0ZT93,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc6b_3di_gated_boundary,5,A1EC31,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,5,A1JKC3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
esmc6b_3di_gated_boundary,5,A2BDG0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2
esmc6b_3di_gated_boundary,5,A2BDG5,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
esmc6b_3di_gated_boundary,5,A2BDG9,0,1,1,1,1,1,1,0,0,0,0,0,2,1,1,1,1,1
esmc6b_3di_gated_boundary,5,A2RLA2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,5,A2VE33,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
esmc6b_3di_gated_boundary,5,A2XHZ9,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
esmc6b_3di_gated_boundary,5,A2ZBG5,0,0,0,0,0,1,2,2,2,2,2,1,1,1,1,1,1,0
esmc6b_3di_gated_boundary,5,A3DBS4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,5,A3F7X2,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
esmc6b_3di_gated_boundary,5,A4TL44,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,2,2,2
esmc6b_3di_gated_boundary,5,A4VUF9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,5,A4W0Q0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,5,A4XJS7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
esmc6b_3di_gated_boundary,5,A5A6J6,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
