model,fold,protein,task,length,lbin,genus,new,matched
esmc6b_3di_gated_boundary,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,pep,6,5-9,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,pep,7,5-9,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,propep,17,15-19,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,propep,10,10-14,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,propep,16,15-19,Aplysia,False,0
esmc6b_3di_gated_boundary,2,Q9NDE8,propep,17,15-19,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,propep,9,5-9,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,propep,9,5-9,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,propep,14,10-14,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,propep,12,10-14,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,propep,12,10-14,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,propep,15,15-19,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,propep,15,15-19,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,propep,15,15-19,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,propep,25,25-29,Aplysia,False,0
esmc6b_3di_gated_boundary,2,Q9NDE8,propep,23,20-24,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,propep,7,5-9,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,propep,28,25-29,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,propep,30,30-34,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,propep,30,30-34,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9NDE8,propep,32,30-34,Aplysia,False,0
esmc6b_3di_gated_boundary,2,Q9NDE8,propep,21,20-24,Aplysia,False,1
esmc6b_3di_gated_boundary,2,Q9P378,propep,26,25-29,Schizosaccharomyces,False,1
esmc6b_3di_gated_boundary,2,Q9PVK9,propep,16,15-19,Gloydius,False,0
esmc6b_3di_gated_boundary,2,Q9PW35,propep,23,20-24,Deinagkistrodon,False,0
esmc6b_3di_gated_boundary,2,Q9PW36,propep,25,25-29,Deinagkistrodon,False,0
esmc6b_3di_gated_boundary,2,Q9PWJ0,propep,25,25-29,Deinagkistrodon,False,0
esmc6b_3di_gated_boundary,2,Q9QUG3,propep,24,20-24,Mus,False,1
esmc6b_3di_gated_boundary,2,Q9S0W8,propep,22,20-24,Porphyromonas,False,0
esmc6b_3di_gated_boundary,2,Q9S9K4,propep,26,25-29,Arabidopsis,False,1
esmc6b_3di_gated_boundary,2,Q9SD84,propep,23,20-24,Arabidopsis,False,1
esmc6b_3di_gated_boundary,2,Q9SKW7,pep,15,15-19,Arabidopsis,False,1
esmc6b_3di_gated_boundary,2,Q9SKW7,pep,15,15-19,Arabidopsis,False,1
esmc6b_3di_gated_boundary,2,Q9SKW7,pep,15,15-19,Arabidopsis,False,1
esmc6b_3di_gated_boundary,2,Q9SKW7,propep,47,45-50,Arabidopsis,False,0
esmc6b_3di_gated_boundary,2,Q9SKW7,propep,10,10-14,Arabidopsis,False,1
esmc6b_3di_gated_boundary,2,Q9SKW7,propep,10,10-14,Arabidopsis,False,1
esmc6b_3di_gated_boundary,2,Q9SUV6,propep,22,20-24,Arabidopsis,False,1
esmc6b_3di_gated_boundary,2,Q9TKY7,propep,9,5-9,Nephroselmis,False,1
esmc6b_3di_gated_boundary,2,Q9TUX7,pep,11,10-14,Bos,False,1
esmc6b_3di_gated_boundary,2,Q9TUX7,pep,18,15-19,Bos,False,1
esmc6b_3di_gated_boundary,2,Q9TUX7,propep,44,40-44,Bos,False,1
esmc6b_3di_gated_boundary,2,Q9TUX7,propep,14,10-14,Bos,False,0
esmc6b_3di_gated_boundary,2,Q9TY83,propep,10,10-14,Crithidia,False,1
esmc6b_3di_gated_boundary,2,Q9TY84,propep,10,10-14,Crithidia,False,1
esmc6b_3di_gated_boundary,2,Q9U619,pep,13,10-14,Conus,False,1
esmc6b_3di_gated_boundary,2,Q9U619,propep,30,30-34,Conus,False,1
esmc6b_3di_gated_boundary,2,Q9U6Z5,pep,12,10-14,Conus,False,1
esmc6b_3di_gated_boundary,2,Q9U6Z5,propep,29,25-29,Conus,False,1
esmc6b_3di_gated_boundary,2,Q9U6Z9,pep,13,10-14,Conus,False,1
esmc6b_3di_gated_boundary,2,Q9U6Z9,propep,29,25-29,Conus,False,1
esmc6b_3di_gated_boundary,2,Q9U700,pep,11,10-14,Conus,False,1
esmc6b_3di_gated_boundary,2,Q9U700,propep,27,25-29,Conus,False,1
esmc6b_3di_gated_boundary,2,Q9UKY0,propep,24,20-24,Homo,False,1
esmc6b_3di_gated_boundary,2,Q9UV63,propep,26,25-29,Pleurotus,False,0
esmc6b_3di_gated_boundary,2,Q9VLK4,pep,31,30-34,Drosophila,False,1
esmc6b_3di_gated_boundary,2,Q9VLK4,propep,50,45-50,Drosophila,False,1
esmc6b_3di_gated_boundary,2,Q9VLK4,propep,5,5-9,Drosophila,False,1
esmc6b_3di_gated_boundary,2,Q9VT50,pep,40,40-44,Drosophila,False,0
esmc6b_3di_gated_boundary,2,Q9VT50,pep,30,30-34,Drosophila,False,1
esmc6b_3di_gated_boundary,2,Q9VT50,propep,50,45-50,Drosophila,False,0
esmc6b_3di_gated_boundary,2,Q9VTM6,propep,23,20-24,Drosophila,True,1
esmc6b_3di_gated_boundary,2,Q9VU58,pep,10,10-14,Drosophila,False,0
esmc6b_3di_gated_boundary,2,Q9VU58,propep,15,15-19,Drosophila,False,0
esmc6b_3di_gated_boundary,2,Q9VU58,propep,42,40-44,Drosophila,False,0
esmc6b_3di_gated_boundary,2,Q9VVF7,pep,9,5-9,Drosophila,False,1
esmc6b_3di_gated_boundary,2,Q9VVF7,pep,9,5-9,Drosophila,False,1
esmc6b_3di_gated_boundary,2,Q9VVF7,pep,13,10-14,Drosophila,False,1
esmc6b_3di_gated_boundary,2,Q9VVF7,pep,11,10-14,Drosophila,False,1
esmc6b_3di_gated_boundary,2,Q9VVF7,pep,10,10-14,Drosophila,False,1
esmc6b_3di_gated_boundary,2,Q9VVF7,propep,39,35-39,Drosophila,False,0
esmc6b_3di_gated_boundary,2,Q9VVF7,propep,6,5-9,Drosophila,False,1
esmc6b_3di_gated_boundary,2,Q9W7S2,propep,25,25-29,Deinagkistrodon,False,0
esmc6b_3di_gated_boundary,2,Q9WUG6,pep,21,20-24,Mus,False,1
esmc6b_3di_gated_boundary,2,Q9WVA8,pep,11,10-14,Mus,False,1
esmc6b_3di_gated_boundary,2,Q9WVA8,pep,11,10-14,Mus,False,0
esmc6b_3di_gated_boundary,2,Q9WVA8,propep,48,45-50,Mus,False,0
esmc6b_3di_gated_boundary,2,Q9WVA8,propep,16,15-19,Mus,False,0
esmc6b_3di_gated_boundary,2,Q9WVA9,pep,11,10-14,Rattus,False,1
esmc6b_3di_gated_boundary,2,Q9WVA9,pep,11,10-14,Rattus,False,0
esmc6b_3di_gated_boundary,2,Q9WVA9,propep,48,45-50,Rattus,False,0
esmc6b_3di_gated_boundary,2,Q9WVA9,propep,16,15-19,Rattus,False,0
esmc6b_3di_gated_boundary,2,Q9XZK6,pep,17,15-19,Conus,False,1
esmc6b_3di_gated_boundary,2,Q9XZK6,propep,28,25-29,Conus,False,1
esmc6b_3di_gated_boundary,2,Q9XZK7,pep,17,15-19,Conus,False,1
esmc6b_3di_gated_boundary,2,Q9XZK7,propep,28,25-29,Conus,False,1
esmc6b_3di_gated_boundary,2,Q9Y5Q6,pep,24,20-24,Homo,False,1
esmc6b_3di_gated_boundary,2,Q9Y5Q6,pep,21,20-24,Homo,False,1
esmc6b_3di_gated_boundary,2,Q9Y7Y7,propep,24,20-24,Schizosaccharomyces,False,1
esmc6b_3di_gated_boundary,2,Q9YI19,propep,16,15-19,Gloydius,False,0
esmc6b_3di_gated_boundary,2,Q9Z0J1,propep,29,25-29,Mus,False,1
esmc6b_3di_gated_boundary,2,Q9Z0X1,propep,47,45-50,Mus,False,0
esmc6b_3di_gated_boundary,2,R4JJN6,pep,13,10-14,Pandinus,False,1
esmc6b_3di_gated_boundary,2,R4JJN6,propep,29,25-29,Pandinus,False,1
esmc6b_3di_gated_boundary,2,R4JNJ5,pep,14,10-14,Pandinus,False,1
esmc6b_3di_gated_boundary,2,R4JNJ5,propep,29,25-29,Pandinus,False,1
esmc6b_3di_gated_boundary,2,R4JQZ0,pep,13,10-14,Pandinus,False,1
esmc6b_3di_gated_boundary,2,R4JQZ0,propep,29,25-29,Pandinus,False,1
esmc6b_3di_gated_boundary,2,R4ZCU1,pep,29,25-29,Urticina,False,0
esmc6b_3di_gated_boundary,2,R4ZCU1,pep,29,25-29,Urticina,False,1
esmc6b_3di_gated_boundary,2,R4ZCU1,pep,29,25-29,Urticina,False,1
esmc6b_3di_gated_boundary,2,R4ZCU1,pep,29,25-29,Urticina,False,1
esmc6b_3di_gated_boundary,2,S4UJW3,pep,17,15-19,Conus,True,1
esmc6b_3di_gated_boundary,2,S4UJW3,propep,27,25-29,Conus,True,1
esmc6b_3di_gated_boundary,2,S4UJW3,propep,18,15-19,Conus,True,1
esmc6b_3di_gated_boundary,2,U4N938,pep,33,30-34,Stellaria,False,0
esmc6b_3di_gated_boundary,2,U5KJC9,pep,34,30-34,Bothrops,False,0
esmc6b_3di_gated_boundary,2,U5KJJ1,pep,34,30-34,Pseudonaja,False,1
esmc6b_3di_gated_boundary,2,U5KJM4,pep,34,30-34,Crotalus,False,1
esmc6b_3di_gated_boundary,2,U5KJM6,pep,34,30-34,Pseudonaja,False,1
esmc6b_3di_gated_boundary,2,U5KJT7,pep,34,30-34,Bothrops,False,0
esmc6b_3di_gated_boundary,2,U5KJZ2,pep,34,30-34,Lachesis,False,1
esmc6b_3di_gated_boundary,2,W8GNV3,pep,20,20-24,Tetramorium,False,1
esmc6b_3di_gated_boundary,2,W8GNV3,propep,30,30-34,Tetramorium,False,1
esmc6b_3di_gated_boundary,2,X5I9Y2,pep,13,10-14,Conus,False,1
esmc6b_3di_gated_boundary,2,X5I9Y2,propep,28,25-29,Conus,False,1
esmc6b_3di_gated_boundary,2,X5I9Z2,pep,18,15-19,Conus,False,1
esmc6b_3di_gated_boundary,2,X5I9Z2,propep,26,25-29,Conus,False,1
esmc6b_3di_gated_boundary,2,X5IFZ1,pep,24,20-24,Conus,False,0
esmc6b_3di_gated_boundary,2,X5IFZ1,propep,23,20-24,Conus,False,0
esmc6b_3di_gated_boundary,5,A0A024SH76,propep,6,5-9,Hypocrea,False,1
esmc6b_3di_gated_boundary,5,A0A059J5P2,propep,26,25-29,Trichophyton,False,1
esmc6b_3di_gated_boundary,5,A0A084G2W8,propep,31,30-34,Pseudallescheria,False,0
esmc6b_3di_gated_boundary,5,A0A125S9E4,propep,8,5-9,Conus,False,1
esmc6b_3di_gated_boundary,5,A0A144LUY5,pep,30,30-34,Echinus,False,0
esmc6b_3di_gated_boundary,5,A0A144LUY5,pep,13,10-14,Echinus,False,0
esmc6b_3di_gated_boundary,5,A0A144LUY5,propep,30,30-34,Echinus,False,1
esmc6b_3di_gated_boundary,5,A0A144LUY5,propep,24,20-24,Echinus,False,0
esmc6b_3di_gated_boundary,5,A0A144LVL3,pep,32,30-34,Echinus,False,0
esmc6b_3di_gated_boundary,5,A0A144LVL3,pep,13,10-14,Echinus,False,0
esmc6b_3di_gated_boundary,5,A0A144LVL3,propep,30,30-34,Echinus,False,1
esmc6b_3di_gated_boundary,5,A0A144LVL3,propep,24,20-24,Echinus,False,0
esmc6b_3di_gated_boundary,5,A0A1B0GVD1,propep,27,25-29,Homo,True,1
esmc6b_3di_gated_boundary,5,A0A1D0BR67,propep,36,35-39,Hadronyche,True,1
esmc6b_3di_gated_boundary,5,A0A1D0BZF5,propep,32,30-34,Hadronyche,True,1
esmc6b_3di_gated_boundary,5,A0A1P8VFM2,propep,21,20-24,Monascus,True,0
esmc6b_3di_gated_boundary,5,A0A384K116,propep,29,25-29,Botryotinia,True,1
esmc6b_3di_gated_boundary,5,A0A5C1ZW08,propep,33,30-34,Conus,False,0
esmc6b_3di_gated_boundary,5,A0A5C1ZXT8,propep,33,30-34,Conus,False,0
esmc6b_3di_gated_boundary,5,A0A5C2A2T2,propep,33,30-34,Conus,False,0
esmc6b_3di_gated_boundary,5,A0A6B9L8Y4,pep,21,20-24,Platymeris,False,0
esmc6b_3di_gated_boundary,5,A0A6B9L8Y4,propep,23,20-24,Platymeris,False,0
esmc6b_3di_gated_boundary,5,A0AIY9,propep,9,5-9,Listeria,True,1
esmc6b_3di_gated_boundary,5,A0Q1T6,propep,9,5-9,Clostridium,True,1
esmc6b_3di_gated_boundary,5,A0RJ49,propep,9,5-9,Bacillus,True,1
esmc6b_3di_gated_boundary,5,A0RZB4,propep,26,25-29,Bos,False,1
esmc6b_3di_gated_boundary,5,A0ZT93,propep,17,15-19,Brachyopsis,False,0
esmc6b_3di_gated_boundary,5,A1EC31,pep,12,10-14,Zinnia,False,1
esmc6b_3di_gated_boundary,5,A1JKC3,propep,48,45-50,Yersinia,False,0
esmc6b_3di_gated_boundary,5,A2BDG0,propep,13,10-14,Gallus,False,0
esmc6b_3di_gated_boundary,5,A2BDG5,propep,38,35-39,Xenopus,False,1
esmc6b_3di_gated_boundary,5,A2BDG9,propep,30,30-34,Gasterosteus,False,1
esmc6b_3di_gated_boundary,5,A2RLA2,propep,9,5-9,Lactococcus,True,1
esmc6b_3di_gated_boundary,5,A2VE33,propep,19,15-19,Bos,False,1
esmc6b_3di_gated_boundary,5,A2XHZ9,propep,25,25-29,Oryza,False,1
esmc6b_3di_gated_boundary,5,A2ZBG5,pep,5,5-9,Oryza,False,0
esmc6b_3di_gated_boundary,5,A2ZBG5,propep,5,5-9,Oryza,False,0
esmc6b_3di_gated_boundary,5,A3DBS4,propep,9,5-9,Acetivibrio,True,1
esmc6b_3di_gated_boundary,5,A3F7X2,propep,33,30-34,Lasiodora,False,1
esmc6b_3di_gated_boundary,5,A4TL44,propep,42,40-44,Yersinia,False,1
esmc6b_3di_gated_boundary,5,A4VUF9,propep,12,10-14,Streptococcus,True,1
esmc6b_3di_gated_boundary,5,A4W0Q0,propep,12,10-14,Streptococcus,True,1
esmc6b_3di_gated_boundary,5,A4XJS7,propep,10,10-14,Caldicellulosiruptor,True,1
esmc6b_3di_gated_boundary,5,A5A6J6,pep,13,10-14,Pan,False,0
esmc6b_3di_gated_boundary,5,A5A6P7,propep,26,25-29,Pan,False,0
esmc6b_3di_gated_boundary,5,A5A752,pep,21,20-24,Sus,False,1
esmc6b_3di_gated_boundary,5,A5I667,propep,9,5-9,Clostridium,True,1
esmc6b_3di_gated_boundary,5,A5ITG9,propep,9,5-9,Staphylococcus,True,1
esmc6b_3di_gated_boundary,5,A5LHG2,propep,7,5-9,Sus,False,0
esmc6b_3di_gated_boundary,5,A5LHG2,propep,20,20-24,Sus,False,1
esmc6b_3di_gated_boundary,5,A5N6K1,propep,9,5-9,Clostridium,True,1
esmc6b_3di_gated_boundary,5,A5VKS3,propep,8,5-9,Limosilactobacillus,True,1
esmc6b_3di_gated_boundary,5,A6BM07,propep,49,45-50,Glycine,False,0
esmc6b_3di_gated_boundary,5,A6LQR8,propep,9,5-9,Clostridium,True,1
esmc6b_3di_gated_boundary,5,A6MFK9,propep,8,5-9,Demansia,False,0
esmc6b_3di_gated_boundary,5,A6P3B2,pep,7,5-9,Musca,False,1
esmc6b_3di_gated_boundary,5,A6P3B2,pep,15,15-19,Musca,False,1
esmc6b_3di_gated_boundary,5,A6P3B2,pep,10,10-14,Musca,False,1
esmc6b_3di_gated_boundary,5,A6P3B2,pep,9,5-9,Musca,False,1
esmc6b_3di_gated_boundary,5,A6P3B2,pep,9,5-9,Musca,False,1
esmc6b_3di_gated_boundary,5,A6P3B2,pep,9,5-9,Musca,False,1
esmc6b_3di_gated_boundary,5,A6P3B2,pep,10,10-14,Musca,False,1
esmc6b_3di_gated_boundary,5,A6P3B2,pep,10,10-14,Musca,False,1
esmc6b_3di_gated_boundary,5,A6P3B2,pep,10,10-14,Musca,False,1
esmc6b_3di_gated_boundary,5,A6P3B2,pep,10,10-14,Musca,False,1
esmc6b_3di_gated_boundary,5,A6P3B2,pep,10,10-14,Musca,False,1
esmc6b_3di_gated_boundary,5,A6P3B2,pep,10,10-14,Musca,False,1
esmc6b_3di_gated_boundary,5,A6P3B2,pep,10,10-14,Musca,False,1
esmc6b_3di_gated_boundary,5,A6P3B2,pep,10,10-14,Musca,False,1
esmc6b_3di_gated_boundary,5,A6P3B2,pep,7,5-9,Musca,False,1
esmc6b_3di_gated_boundary,5,A6P3B2,pep,11,10-14,Musca,False,1
esmc6b_3di_gated_boundary,5,A6P3B2,pep,11,10-14,Musca,False,1
esmc6b_3di_gated_boundary,5,A6P3B2,propep,14,10-14,Musca,False,1
esmc6b_3di_gated_boundary,5,A6QHI7,propep,9,5-9,Staphylococcus,True,1
esmc6b_3di_gated_boundary,5,A6U2B3,propep,9,5-9,Staphylococcus,True,1
esmc6b_3di_gated_boundary,5,A6XN32,propep,26,25-29,Ovis,False,1
esmc6b_3di_gated_boundary,5,A7FFL9,propep,42,40-44,Yersinia,False,1
esmc6b_3di_gated_boundary,5,A7FXU7,propep,9,5-9,Clostridium,True,1
esmc6b_3di_gated_boundary,5,A7GHK3,propep,9,5-9,Clostridium,True,1
esmc6b_3di_gated_boundary,5,A7GTC2,propep,9,5-9,Bacillus,True,1
esmc6b_3di_gated_boundary,5,A7RMN1,propep,13,10-14,Nematostella,False,1
esmc6b_3di_gated_boundary,5,A7X362,propep,9,5-9,Staphylococcus,True,1
esmc6b_3di_gated_boundary,5,A7Z783,propep,9,5-9,Bacillus,True,1
esmc6b_3di_gated_boundary,5,A8AWF9,propep,12,10-14,Streptococcus,True,1
esmc6b_3di_gated_boundary,5,A8D888,propep,14,10-14,Artemia,False,1
esmc6b_3di_gated_boundary,5,A8FFT0,propep,9,5-9,Bacillus,True,1
esmc6b_3di_gated_boundary,5,A8WU84,pep,23,20-24,Caenorhabditis,False,1
esmc6b_3di_gated_boundary,5,A8WU84,propep,12,10-14,Caenorhabditis,False,1
esmc6b_3di_gated_boundary,5,A8WU84,propep,26,25-29,Caenorhabditis,False,1
esmc6b_3di_gated_boundary,5,A8Z2H3,propep,9,5-9,Staphylococcus,True,1
esmc6b_3di_gated_boundary,5,A9KMF6,propep,9,5-9,Lachnoclostridium,True,1
esmc6b_3di_gated_boundary,5,A9R3T6,propep,42,40-44,Yersinia,False,1
esmc6b_3di_gated_boundary,5,A9VIR7,propep,9,5-9,Bacillus,True,1
esmc6b_3di_gated_boundary,5,B0BND0,propep,21,20-24,Rattus,False,1
esmc6b_3di_gated_boundary,5,B0K416,propep,6,5-9,Thermoanaerobacter,True,1
esmc6b_3di_gated_boundary,5,B0KAC0,propep,6,5-9,Thermoanaerobacter,True,1
esmc6b_3di_gated_boundary,5,B0TBW5,propep,9,5-9,Heliobacterium,True,1
esmc6b_3di_gated_boundary,5,B0XZV8,propep,24,20-24,Aspergillus,False,1
esmc6b_3di_gated_boundary,5,B0Y665,propep,24,20-24,Aspergillus,False,1
esmc6b_3di_gated_boundary,5,B1AIJ8,propep,13,10-14,Ureaplasma,True,1
esmc6b_3di_gated_boundary,5,B1B6T1,propep,12,10-14,Bacillus,False,1
esmc6b_3di_gated_boundary,5,B1IBP4,propep,12,10-14,Streptococcus,True,1
esmc6b_3di_gated_boundary,5,B1ILY6,propep,9,5-9,Clostridium,True,1
esmc6b_3di_gated_boundary,5,B1IQZ3,propep,37,35-39,Escherichia,False,0
esmc6b_3di_gated_boundary,5,B1JR58,propep,42,40-44,Yersinia,False,1
esmc6b_3di_gated_boundary,5,B1KZR4,propep,9,5-9,Clostridium,True,1
esmc6b_3di_gated_boundary,5,B1P1A2,pep,36,35-39,Chilobrachys,True,0
esmc6b_3di_gated_boundary,5,B1P1A4,pep,34,30-34,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1A4,propep,8,5-9,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1B6,pep,30,30-34,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1B6,propep,32,30-34,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1B7,pep,33,30-34,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1B7,propep,8,5-9,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1B8,pep,33,30-34,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1B8,propep,8,5-9,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1B9,pep,32,30-34,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1B9,propep,10,10-14,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1C2,pep,37,35-39,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1C2,propep,8,5-9,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1C6,pep,34,30-34,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1C6,propep,8,5-9,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1C7,pep,46,45-50,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1C7,propep,8,5-9,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1C8,pep,37,35-39,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1C8,propep,8,5-9,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1D7,pep,36,35-39,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1D7,propep,31,30-34,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1D8,pep,35,35-39,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1D8,propep,30,30-34,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1D9,pep,34,30-34,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1D9,propep,29,25-29,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1E0,pep,34,30-34,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1E0,propep,29,25-29,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1E1,pep,34,30-34,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1E1,propep,29,25-29,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1E2,propep,29,25-29,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1E3,pep,34,30-34,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1E3,propep,29,25-29,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1E4,pep,34,30-34,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1E4,propep,29,25-29,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1E5,pep,28,25-29,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1E5,propep,28,25-29,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1E6,pep,28,25-29,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1E6,propep,28,25-29,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1E7,pep,28,25-29,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1E7,propep,28,25-29,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1E8,pep,28,25-29,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1E8,propep,28,25-29,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1F1,pep,35,35-39,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1F1,propep,25,25-29,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1F3,pep,34,30-34,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1F3,propep,29,25-29,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1F4,pep,34,30-34,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1F4,propep,29,25-29,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1F5,pep,35,35-39,Chilobrachys,True,0
esmc6b_3di_gated_boundary,5,B1P1F5,propep,29,25-29,Chilobrachys,True,1
esmc6b_3di_gated_boundary,5,B1P1F6,pep,38,35-39,Chilobrachys,True,0
esmc6b_3di_gated_boundary,5,B1P1F6,propep,29,25-29,Chilobrachys,True,1
esmc6b_3di_gated_boundary,5,B1P1F7,pep,35,35-39,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1F7,propep,29,25-29,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1F8,pep,36,35-39,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1F8,propep,26,25-29,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1F9,pep,36,35-39,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1F9,propep,26,25-29,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1G0,pep,35,35-39,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1G0,propep,26,25-29,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1G1,pep,35,35-39,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1G1,propep,27,25-29,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1G1,propep,23,20-24,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1G2,pep,35,35-39,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1G2,propep,26,25-29,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1G3,pep,35,35-39,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1G3,propep,26,25-29,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1G4,pep,35,35-39,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1G4,propep,26,25-29,Chilobrachys,False,1
esmc6b_3di_gated_boundary,5,B1P1G5,pep,37,35-39,Chilobrachys,False,0
esmc6b_3di_gated_boundary,5,B1P1G5,propep,26,25-29,Chilobrachys,False,1
