model,fold,protein,task,tp,fn,fp
esmc6b_3di_nocompress,2,P09598,pep,0,0,0
esmc6b_3di_nocompress,2,P09598,propep,1,0,0
esmc6b_3di_nocompress,2,P09989,pep,0,0,0
esmc6b_3di_nocompress,2,P09989,propep,0,1,0
esmc6b_3di_nocompress,2,P0C0P5,pep,0,1,0
esmc6b_3di_nocompress,2,P0C0P5,propep,0,1,1
esmc6b_3di_nocompress,2,P0C0P6,pep,0,1,0
esmc6b_3di_nocompress,2,P0C0P6,propep,0,1,2
esmc6b_3di_nocompress,2,P0C0P7,pep,0,1,1
esmc6b_3di_nocompress,2,P0C0P7,propep,0,1,1
esmc6b_3di_nocompress,2,P0C0P8,pep,0,1,0
esmc6b_3di_nocompress,2,P0C0P8,propep,0,1,0
esmc6b_3di_nocompress,2,P0C1V9,pep,1,0,0
esmc6b_3di_nocompress,2,P0C1V9,propep,1,0,0
esmc6b_3di_nocompress,2,P0C1W0,pep,0,1,1
esmc6b_3di_nocompress,2,P0C1W0,propep,1,0,0
esmc6b_3di_nocompress,2,P0C1X1,pep,0,1,1
esmc6b_3di_nocompress,2,P0C1X1,propep,1,1,1
esmc6b_3di_nocompress,2,P0C1Y2,pep,1,0,0
esmc6b_3di_nocompress,2,P0C1Y2,propep,1,0,0
esmc6b_3di_nocompress,2,P0C252,pep,0,0,1
esmc6b_3di_nocompress,2,P0C252,propep,1,0,0
esmc6b_3di_nocompress,2,P0C254,pep,0,0,1
esmc6b_3di_nocompress,2,P0C254,propep,1,0,0
esmc6b_3di_nocompress,2,P0C255,pep,0,0,1
esmc6b_3di_nocompress,2,P0C255,propep,0,1,0
esmc6b_3di_nocompress,2,P0C2B0,pep,1,0,0
esmc6b_3di_nocompress,2,P0C2B0,propep,1,0,0
esmc6b_3di_nocompress,2,P0C2B1,pep,1,0,0
esmc6b_3di_nocompress,2,P0C2B1,propep,1,0,0
esmc6b_3di_nocompress,2,P0C2F3,pep,0,1,1
esmc6b_3di_nocompress,2,P0C2F3,propep,0,0,0
esmc6b_3di_nocompress,2,P0C2S9,pep,0,0,1
esmc6b_3di_nocompress,2,P0C2S9,propep,1,0,0
esmc6b_3di_nocompress,2,P0C408,pep,0,0,0
esmc6b_3di_nocompress,2,P0C408,propep,0,1,0
esmc6b_3di_nocompress,2,P0C409,pep,0,0,0
esmc6b_3di_nocompress,2,P0C409,propep,0,1,0
esmc6b_3di_nocompress,2,P0C410,pep,0,0,0
esmc6b_3di_nocompress,2,P0C410,propep,0,1,0
esmc6b_3di_nocompress,2,P0C636,pep,1,0,0
esmc6b_3di_nocompress,2,P0C636,propep,1,0,0
esmc6b_3di_nocompress,2,P0C637,pep,1,0,0
esmc6b_3di_nocompress,2,P0C637,propep,1,0,0
esmc6b_3di_nocompress,2,P0C638,pep,1,0,0
esmc6b_3di_nocompress,2,P0C638,propep,1,0,0
esmc6b_3di_nocompress,2,P0C639,pep,1,0,0
esmc6b_3di_nocompress,2,P0C639,propep,1,0,0
esmc6b_3di_nocompress,2,P0C640,pep,1,0,0
esmc6b_3di_nocompress,2,P0C640,propep,1,0,0
esmc6b_3di_nocompress,2,P0C666,pep,0,1,1
esmc6b_3di_nocompress,2,P0C666,propep,0,1,1
esmc6b_3di_nocompress,2,P0C667,pep,1,0,0
esmc6b_3di_nocompress,2,P0C667,propep,1,0,0
esmc6b_3di_nocompress,2,P0C668,pep,1,0,0
esmc6b_3di_nocompress,2,P0C668,propep,1,0,0
esmc6b_3di_nocompress,2,P0C670,pep,0,1,1
esmc6b_3di_nocompress,2,P0C670,propep,0,1,1
esmc6b_3di_nocompress,2,P0C6E4,pep,0,0,0
esmc6b_3di_nocompress,2,P0C6E4,propep,0,1,0
esmc6b_3di_nocompress,2,P0C6E8,pep,0,0,0
esmc6b_3di_nocompress,2,P0C6E8,propep,0,1,0
esmc6b_3di_nocompress,2,P0C7S9,pep,0,0,0
esmc6b_3di_nocompress,2,P0C7S9,propep,1,0,1
esmc6b_3di_nocompress,2,P0C828,pep,1,0,0
esmc6b_3di_nocompress,2,P0C828,propep,1,0,0
esmc6b_3di_nocompress,2,P0C829,pep,0,1,1
esmc6b_3di_nocompress,2,P0C829,propep,1,1,0
esmc6b_3di_nocompress,2,P0C8P8,pep,1,0,0
esmc6b_3di_nocompress,2,P0C8P8,propep,0,0,1
esmc6b_3di_nocompress,2,P0C8P9,pep,1,0,0
esmc6b_3di_nocompress,2,P0C8P9,propep,1,0,0
esmc6b_3di_nocompress,2,P0C8R2,pep,1,0,0
esmc6b_3di_nocompress,2,P0C8R2,propep,0,0,0
esmc6b_3di_nocompress,2,P0C8U4,pep,1,0,0
esmc6b_3di_nocompress,2,P0C8U4,propep,1,0,0
esmc6b_3di_nocompress,2,P0C8U6,pep,1,0,0
esmc6b_3di_nocompress,2,P0C8U6,propep,1,0,0
esmc6b_3di_nocompress,2,P0C8U7,pep,1,0,0
esmc6b_3di_nocompress,2,P0C8U7,propep,1,0,0
esmc6b_3di_nocompress,2,P0C8U8,pep,0,1,1
esmc6b_3di_nocompress,2,P0C8U8,propep,1,0,0
esmc6b_3di_nocompress,2,P0C8U9,pep,0,1,1
esmc6b_3di_nocompress,2,P0C8U9,propep,1,0,0
esmc6b_3di_nocompress,2,P0C8V0,pep,1,0,0
esmc6b_3di_nocompress,2,P0C8V0,propep,1,0,0
esmc6b_3di_nocompress,2,P0C8W1,pep,1,0,0
esmc6b_3di_nocompress,2,P0C8W1,propep,1,0,0
esmc6b_3di_nocompress,2,P0C8W2,pep,1,0,0
esmc6b_3di_nocompress,2,P0C8W2,propep,1,0,0
esmc6b_3di_nocompress,2,P0C901,pep,0,1,1
esmc6b_3di_nocompress,2,P0C901,propep,0,1,0
esmc6b_3di_nocompress,2,P0C940,pep,0,0,0
esmc6b_3di_nocompress,2,P0C940,propep,1,0,0
esmc6b_3di_nocompress,2,P0C954,pep,0,0,0
esmc6b_3di_nocompress,2,P0C954,propep,1,0,0
esmc6b_3di_nocompress,2,P0C955,pep,0,0,0
esmc6b_3di_nocompress,2,P0C955,propep,0,1,1
esmc6b_3di_nocompress,2,P0C956,pep,0,0,0
esmc6b_3di_nocompress,2,P0C956,propep,0,1,1
esmc6b_3di_nocompress,2,P0CAQ2,pep,1,0,0
esmc6b_3di_nocompress,2,P0CAQ2,propep,0,1,0
esmc6b_3di_nocompress,2,P0CAQ3,pep,0,1,1
esmc6b_3di_nocompress,2,P0CAQ3,propep,0,1,0
esmc6b_3di_nocompress,2,P0CAQ5,pep,1,0,0
esmc6b_3di_nocompress,2,P0CAQ5,propep,1,0,0
esmc6b_3di_nocompress,2,P0CAQ6,pep,1,0,0
esmc6b_3di_nocompress,2,P0CAQ6,propep,1,0,0
esmc6b_3di_nocompress,2,P0CAQ7,pep,1,0,1
esmc6b_3di_nocompress,2,P0CAQ7,propep,0,0,0
esmc6b_3di_nocompress,2,P0CAQ8,pep,1,0,0
esmc6b_3di_nocompress,2,P0CAQ8,propep,0,0,0
esmc6b_3di_nocompress,2,P0CAQ9,pep,1,0,0
esmc6b_3di_nocompress,2,P0CAQ9,propep,0,0,0
esmc6b_3di_nocompress,2,P0CAZ2,pep,0,0,1
esmc6b_3di_nocompress,2,P0CAZ2,propep,1,0,0
esmc6b_3di_nocompress,2,P0CAZ3,pep,0,0,0
esmc6b_3di_nocompress,2,P0CAZ3,propep,1,0,0
esmc6b_3di_nocompress,2,P0CAZ4,pep,0,0,0
esmc6b_3di_nocompress,2,P0CAZ4,propep,1,0,0
esmc6b_3di_nocompress,2,P0CAZ5,pep,0,0,0
esmc6b_3di_nocompress,2,P0CAZ5,propep,1,0,0
esmc6b_3di_nocompress,2,P0CAZ6,pep,0,0,0
esmc6b_3di_nocompress,2,P0CAZ6,propep,1,0,0
esmc6b_3di_nocompress,2,P0CAZ7,pep,0,0,0
esmc6b_3di_nocompress,2,P0CAZ7,propep,1,0,0
esmc6b_3di_nocompress,2,P0CAZ8,pep,0,0,0
esmc6b_3di_nocompress,2,P0CAZ8,propep,0,1,1
esmc6b_3di_nocompress,2,P0CAZ9,pep,0,0,0
esmc6b_3di_nocompress,2,P0CAZ9,propep,1,0,1
esmc6b_3di_nocompress,2,P0CB07,pep,1,0,0
esmc6b_3di_nocompress,2,P0CB07,propep,1,0,0
esmc6b_3di_nocompress,2,P0CB08,pep,1,0,0
esmc6b_3di_nocompress,2,P0CB08,propep,1,0,0
esmc6b_3di_nocompress,2,P0CB12,pep,1,0,0
esmc6b_3di_nocompress,2,P0CB12,propep,1,0,0
esmc6b_3di_nocompress,2,P0CB14,pep,0,0,0
esmc6b_3di_nocompress,2,P0CB14,propep,0,1,0
esmc6b_3di_nocompress,2,P0CE73,pep,1,0,0
esmc6b_3di_nocompress,2,P0CE73,propep,1,0,0
esmc6b_3di_nocompress,2,P0CE75,pep,1,0,0
esmc6b_3di_nocompress,2,P0CE75,propep,2,0,0
esmc6b_3di_nocompress,2,P0CE76,pep,1,0,0
esmc6b_3di_nocompress,2,P0CE76,propep,2,0,0
esmc6b_3di_nocompress,2,P0CE79,pep,0,0,0
esmc6b_3di_nocompress,2,P0CE79,propep,1,0,0
esmc6b_3di_nocompress,2,P0CE80,pep,0,0,0
esmc6b_3di_nocompress,2,P0CE80,propep,1,0,0
esmc6b_3di_nocompress,2,P0CE81,pep,0,0,0
esmc6b_3di_nocompress,2,P0CE81,propep,1,0,0
esmc6b_3di_nocompress,2,P0CE82,pep,0,0,0
esmc6b_3di_nocompress,2,P0CE82,propep,1,0,0
esmc6b_3di_nocompress,2,P0CE83,pep,0,0,0
esmc6b_3di_nocompress,2,P0CE83,propep,1,0,0
esmc6b_3di_nocompress,2,P0CH50,pep,1,0,0
esmc6b_3di_nocompress,2,P0CH50,propep,0,0,0
esmc6b_3di_nocompress,2,P0CI13,pep,0,0,1
esmc6b_3di_nocompress,2,P0CI13,propep,1,0,0
esmc6b_3di_nocompress,2,P0CI49,pep,0,0,0
esmc6b_3di_nocompress,2,P0CI49,propep,0,1,0
esmc6b_3di_nocompress,2,P0CY75,pep,1,0,0
esmc6b_3di_nocompress,2,P0CY75,propep,1,0,0
esmc6b_3di_nocompress,2,P0CY76,pep,0,1,1
esmc6b_3di_nocompress,2,P0CY76,propep,0,0,0
esmc6b_3di_nocompress,2,P0CY77,pep,1,0,0
esmc6b_3di_nocompress,2,P0CY77,propep,0,0,0
esmc6b_3di_nocompress,2,P0CY78,pep,0,1,1
esmc6b_3di_nocompress,2,P0CY78,propep,0,1,1
esmc6b_3di_nocompress,2,P0CY80,pep,0,1,0
esmc6b_3di_nocompress,2,P0CY80,propep,1,0,0
esmc6b_3di_nocompress,2,P0CY81,pep,1,0,0
esmc6b_3di_nocompress,2,P0CY81,propep,1,0,0
esmc6b_3di_nocompress,2,P0CY82,pep,0,1,0
esmc6b_3di_nocompress,2,P0CY82,propep,0,1,0
esmc6b_3di_nocompress,2,P0CY86,pep,1,0,0
esmc6b_3di_nocompress,2,P0CY86,propep,1,0,0
esmc6b_3di_nocompress,2,P0DJ02,pep,1,0,0
esmc6b_3di_nocompress,2,P0DJ02,propep,1,0,0
esmc6b_3di_nocompress,2,P0DJ03,pep,1,0,0
esmc6b_3di_nocompress,2,P0DJ03,propep,1,0,0
esmc6b_3di_nocompress,2,P0DJO3,pep,1,0,0
esmc6b_3di_nocompress,2,P0DJO3,propep,1,0,0
esmc6b_3di_nocompress,2,P0DJO4,pep,1,0,0
esmc6b_3di_nocompress,2,P0DJO4,propep,1,0,0
esmc6b_3di_nocompress,2,P0DKM1,pep,0,0,1
esmc6b_3di_nocompress,2,P0DKM1,propep,1,0,0
esmc6b_3di_nocompress,2,P0DKN0,pep,0,0,1
esmc6b_3di_nocompress,2,P0DKN0,propep,0,1,0
esmc6b_3di_nocompress,2,P0DKP4,pep,1,3,0
esmc6b_3di_nocompress,2,P0DKP4,propep,0,0,0
esmc6b_3di_nocompress,2,P0DKP6,pep,1,0,0
esmc6b_3di_nocompress,2,P0DKP6,propep,1,0,0
esmc6b_3di_nocompress,2,P0DKP8,pep,1,0,0
esmc6b_3di_nocompress,2,P0DKP8,propep,1,0,0
esmc6b_3di_nocompress,2,P0DM21,pep,1,0,0
esmc6b_3di_nocompress,2,P0DM21,propep,1,0,0
esmc6b_3di_nocompress,2,P0DM23,pep,1,0,0
esmc6b_3di_nocompress,2,P0DM23,propep,1,0,0
esmc6b_3di_nocompress,2,P0DM26,pep,0,1,1
esmc6b_3di_nocompress,2,P0DM26,propep,0,2,1
esmc6b_3di_nocompress,2,P0DME6,pep,1,0,0
esmc6b_3di_nocompress,2,P0DME6,propep,1,0,0
esmc6b_3di_nocompress,2,P0DME7,pep,1,0,0
esmc6b_3di_nocompress,2,P0DME7,propep,1,0,0
esmc6b_3di_nocompress,2,P0DME8,pep,1,0,0
esmc6b_3di_nocompress,2,P0DME8,propep,1,0,0
esmc6b_3di_nocompress,2,P0DME9,pep,1,0,0
esmc6b_3di_nocompress,2,P0DME9,propep,1,0,0
esmc6b_3di_nocompress,2,P0DMF1,pep,1,0,2
esmc6b_3di_nocompress,2,P0DMF1,propep,0,0,1
esmc6b_3di_nocompress,2,P0DMF4,pep,1,0,0
esmc6b_3di_nocompress,2,P0DMF4,propep,1,0,0
esmc6b_3di_nocompress,2,P0DMF5,pep,1,0,0
esmc6b_3di_nocompress,2,P0DMF5,propep,1,0,0
esmc6b_3di_nocompress,2,P0DMF6,pep,1,0,0
esmc6b_3di_nocompress,2,P0DMF6,propep,1,0,0
esmc6b_3di_nocompress,2,P0DMF7,pep,1,0,0
esmc6b_3di_nocompress,2,P0DMF7,propep,1,0,0
esmc6b_3di_nocompress,2,P0DMF9,pep,1,0,0
esmc6b_3di_nocompress,2,P0DMF9,propep,1,0,0
esmc6b_3di_nocompress,2,P0DMZ2,pep,1,0,0
esmc6b_3di_nocompress,2,P0DMZ2,propep,0,0,0
esmc6b_3di_nocompress,2,P0DMZ8,pep,4,0,0
esmc6b_3di_nocompress,2,P0DMZ8,propep,1,0,0
esmc6b_3di_nocompress,2,P0DMZ9,pep,4,0,0
esmc6b_3di_nocompress,2,P0DMZ9,propep,1,0,0
esmc6b_3di_nocompress,2,P0DN46,pep,1,0,0
esmc6b_3di_nocompress,2,P0DN46,propep,1,0,0
esmc6b_3di_nocompress,2,P0DN47,pep,1,0,0
esmc6b_3di_nocompress,2,P0DN47,propep,1,0,0
esmc6b_3di_nocompress,2,P0DOZ7,pep,1,0,0
esmc6b_3di_nocompress,2,P0DOZ7,propep,1,1,0
esmc6b_3di_nocompress,2,P0DPE6,pep,0,0,1
esmc6b_3di_nocompress,2,P0DPE6,propep,0,1,1
esmc6b_3di_nocompress,2,P0DPL8,pep,1,0,0
esmc6b_3di_nocompress,2,P0DPL8,propep,1,0,0
esmc6b_3di_nocompress,2,P0DPL9,pep,1,0,0
esmc6b_3di_nocompress,2,P0DPL9,propep,1,0,0
esmc6b_3di_nocompress,2,P0DPM0,pep,1,0,0
esmc6b_3di_nocompress,2,P0DPM0,propep,1,0,0
esmc6b_3di_nocompress,2,P0DPM1,pep,1,0,0
esmc6b_3di_nocompress,2,P0DPM1,propep,1,0,0
esmc6b_3di_nocompress,2,P0DPT2,pep,1,0,0
esmc6b_3di_nocompress,2,P0DPT2,propep,0,0,1
esmc6b_3di_nocompress,2,P0DQJ4,pep,0,0,0
esmc6b_3di_nocompress,2,P0DQJ4,propep,1,0,0
esmc6b_3di_nocompress,2,P0DQP3,pep,0,0,0
esmc6b_3di_nocompress,2,P0DQP3,propep,1,0,0
esmc6b_3di_nocompress,2,P0DQP4,pep,0,0,0
esmc6b_3di_nocompress,2,P0DQP4,propep,1,0,0
esmc6b_3di_nocompress,2,P0DQR6,pep,0,0,1
esmc6b_3di_nocompress,2,P0DQR6,propep,1,0,0
esmc6b_3di_nocompress,2,P0DRD0,pep,1,0,0
esmc6b_3di_nocompress,2,P0DRD0,propep,1,0,0
esmc6b_3di_nocompress,2,P0DRD1,pep,1,0,0
esmc6b_3di_nocompress,2,P0DRD1,propep,1,0,0
esmc6b_3di_nocompress,2,P0DRD2,pep,1,0,0
esmc6b_3di_nocompress,2,P0DRD2,propep,1,0,0
esmc6b_3di_nocompress,2,P0DRD4,pep,1,0,0
esmc6b_3di_nocompress,2,P0DRD4,propep,1,0,0
esmc6b_3di_nocompress,2,P0DRD5,pep,1,0,0
esmc6b_3di_nocompress,2,P0DRD5,propep,1,0,0
esmc6b_3di_nocompress,2,P0DRH5,pep,1,0,0
esmc6b_3di_nocompress,2,P0DRH5,propep,1,0,0
esmc6b_3di_nocompress,2,P0DRH6,pep,1,0,0
esmc6b_3di_nocompress,2,P0DRH6,propep,1,0,0
esmc6b_3di_nocompress,2,P0DRH7,pep,1,0,0
esmc6b_3di_nocompress,2,P0DRH7,propep,1,0,0
esmc6b_3di_nocompress,2,P0DRH9,pep,0,0,2
esmc6b_3di_nocompress,2,P0DRH9,propep,0,2,1
esmc6b_3di_nocompress,2,P0DRI0,pep,0,0,2
esmc6b_3di_nocompress,2,P0DRI0,propep,0,2,2
esmc6b_3di_nocompress,2,P0DRI1,pep,0,0,2
esmc6b_3di_nocompress,2,P0DRI1,propep,1,1,0
esmc6b_3di_nocompress,2,P0DRI3,pep,0,0,0
esmc6b_3di_nocompress,2,P0DRI3,propep,1,0,0
esmc6b_3di_nocompress,2,P0DSI4,pep,1,0,0
esmc6b_3di_nocompress,2,P0DSI4,propep,1,0,0
esmc6b_3di_nocompress,2,P0DSI5,pep,1,0,0
esmc6b_3di_nocompress,2,P0DSI5,propep,1,0,0
esmc6b_3di_nocompress,2,P0DSI6,pep,1,0,0
esmc6b_3di_nocompress,2,P0DSI6,propep,1,0,0
esmc6b_3di_nocompress,2,P0DSJ4,pep,0,0,1
esmc6b_3di_nocompress,2,P0DSJ4,propep,1,0,0
esmc6b_3di_nocompress,2,P0DSJ5,pep,0,0,1
esmc6b_3di_nocompress,2,P0DSJ5,propep,1,0,0
esmc6b_3di_nocompress,2,P0DSJ8,pep,1,0,0
esmc6b_3di_nocompress,2,P0DSJ8,propep,0,1,1
esmc6b_3di_nocompress,2,P0DSJ9,pep,1,0,0
esmc6b_3di_nocompress,2,P0DSJ9,propep,0,1,1
esmc6b_3di_nocompress,2,P0DSK1,pep,1,0,0
esmc6b_3di_nocompress,2,P0DSK1,propep,0,1,1
esmc6b_3di_nocompress,2,P0DSK4,pep,0,0,0
esmc6b_3di_nocompress,2,P0DSK4,propep,0,1,1
esmc6b_3di_nocompress,2,P0DUG2,pep,0,0,1
esmc6b_3di_nocompress,2,P0DUG2,propep,1,0,0
esmc6b_3di_nocompress,2,P0DUJ5,pep,0,1,0
esmc6b_3di_nocompress,2,P0DUJ5,propep,1,0,0
esmc6b_3di_nocompress,2,P0DUQ4,pep,1,0,0
esmc6b_3di_nocompress,2,P0DUQ4,propep,1,1,0
esmc6b_3di_nocompress,2,P0DUQ8,pep,0,0,1
esmc6b_3di_nocompress,2,P0DUQ8,propep,0,1,1
esmc6b_3di_nocompress,2,P0DV71,pep,1,0,0
esmc6b_3di_nocompress,2,P0DV71,propep,0,0,0
esmc6b_3di_nocompress,2,P0DW72,pep,0,0,1
esmc6b_3di_nocompress,2,P0DW72,propep,1,0,0
esmc6b_3di_nocompress,2,P0DX20,pep,0,1,1
esmc6b_3di_nocompress,2,P0DX20,propep,0,0,0
esmc6b_3di_nocompress,2,P0DX61,pep,1,0,0
esmc6b_3di_nocompress,2,P0DX61,propep,1,0,0
esmc6b_3di_nocompress,2,P0DX64,pep,1,0,0
esmc6b_3di_nocompress,2,P0DX64,propep,1,0,0
esmc6b_3di_nocompress,2,P0DXT1,pep,1,0,0
esmc6b_3di_nocompress,2,P0DXT1,propep,1,0,0
esmc6b_3di_nocompress,2,P0DXT2,pep,1,0,0
esmc6b_3di_nocompress,2,P0DXT2,propep,0,1,1
esmc6b_3di_nocompress,2,P0DXT3,pep,1,0,0
esmc6b_3di_nocompress,2,P0DXT3,propep,0,0,1
esmc6b_3di_nocompress,2,P0DXT4,pep,1,0,0
esmc6b_3di_nocompress,2,P0DXT4,propep,1,0,0
esmc6b_3di_nocompress,2,P0DXT5,pep,1,0,0
esmc6b_3di_nocompress,2,P0DXT5,propep,1,0,0
esmc6b_3di_nocompress,2,P0DXT7,pep,1,0,0
esmc6b_3di_nocompress,2,P0DXT7,propep,1,0,0
esmc6b_3di_nocompress,2,P0DXT8,pep,1,0,0
esmc6b_3di_nocompress,2,P0DXT8,propep,1,0,0
esmc6b_3di_nocompress,2,P0DXT9,pep,1,0,0
esmc6b_3di_nocompress,2,P0DXT9,propep,1,0,0
esmc6b_3di_nocompress,2,P0DXU0,pep,1,0,0
esmc6b_3di_nocompress,2,P0DXU0,propep,1,0,0
esmc6b_3di_nocompress,2,P0DXU1,pep,1,0,0
esmc6b_3di_nocompress,2,P0DXU1,propep,1,0,0
esmc6b_3di_nocompress,2,P0DXZ8,pep,1,0,0
esmc6b_3di_nocompress,2,P0DXZ8,propep,1,0,0
esmc6b_3di_nocompress,2,P0DY01,pep,1,0,0
esmc6b_3di_nocompress,2,P0DY01,propep,1,0,0
esmc6b_3di_nocompress,2,P0DY02,pep,1,0,0
esmc6b_3di_nocompress,2,P0DY02,propep,1,0,0
esmc6b_3di_nocompress,2,P0DY17,pep,1,0,0
esmc6b_3di_nocompress,2,P0DY17,propep,1,0,0
esmc6b_3di_nocompress,2,P0DY19,pep,0,0,2
esmc6b_3di_nocompress,2,P0DY19,propep,0,1,1
esmc6b_3di_nocompress,2,P0DY25,pep,0,1,0
esmc6b_3di_nocompress,2,P0DY25,propep,1,0,0
esmc6b_3di_nocompress,2,P0DY99,pep,1,0,0
esmc6b_3di_nocompress,2,P0DY99,propep,1,0,0
esmc6b_3di_nocompress,2,P10347,pep,0,0,0
esmc6b_3di_nocompress,2,P10347,propep,0,1,0
esmc6b_3di_nocompress,2,P10348,pep,0,0,0
esmc6b_3di_nocompress,2,P10348,propep,1,0,0
esmc6b_3di_nocompress,2,P10673,pep,1,1,0
esmc6b_3di_nocompress,2,P10673,propep,0,0,0
esmc6b_3di_nocompress,2,P10743,pep,0,0,0
esmc6b_3di_nocompress,2,P10743,propep,0,1,0
esmc6b_3di_nocompress,2,P10763,pep,0,0,1
esmc6b_3di_nocompress,2,P10763,propep,0,1,0
esmc6b_3di_nocompress,2,P10764,pep,0,1,2
esmc6b_3di_nocompress,2,P10764,propep,0,0,0
esmc6b_3di_nocompress,2,P10863,pep,0,0,0
esmc6b_3di_nocompress,2,P10863,propep,1,0,0
esmc6b_3di_nocompress,2,P10968,pep,0,0,0
esmc6b_3di_nocompress,2,P10968,propep,1,0,0
esmc6b_3di_nocompress,2,P10969,pep,0,0,0
esmc6b_3di_nocompress,2,P10969,propep,1,0,0
esmc6b_3di_nocompress,2,P11006,pep,6,6,0
esmc6b_3di_nocompress,2,P11006,propep,1,6,6
esmc6b_3di_nocompress,2,P11214,pep,0,0,0
esmc6b_3di_nocompress,2,P11214,propep,1,0,0
esmc6b_3di_nocompress,2,P11863,pep,0,0,0
esmc6b_3di_nocompress,2,P11863,propep,1,0,0
esmc6b_3di_nocompress,2,P12163,pep,0,0,0
esmc6b_3di_nocompress,2,P12163,propep,0,1,0
esmc6b_3di_nocompress,2,P12164,pep,0,0,0
esmc6b_3di_nocompress,2,P12164,propep,0,1,0
esmc6b_3di_nocompress,2,P12729,pep,0,0,0
esmc6b_3di_nocompress,2,P12729,propep,0,1,1
esmc6b_3di_nocompress,2,P12960,pep,0,0,0
esmc6b_3di_nocompress,2,P12960,propep,0,1,1
esmc6b_3di_nocompress,2,P13208,pep,0,12,3
esmc6b_3di_nocompress,2,P13208,propep,0,13,11
esmc6b_3di_nocompress,2,P13684,pep,1,1,0
esmc6b_3di_nocompress,2,P13684,propep,0,0,2
esmc6b_3di_nocompress,2,P14089,pep,0,0,0
esmc6b_3di_nocompress,2,P14089,propep,1,0,0
esmc6b_3di_nocompress,2,P14530,pep,0,0,0
esmc6b_3di_nocompress,2,P14530,propep,0,1,0
esmc6b_3di_nocompress,2,P14749,pep,0,0,0
esmc6b_3di_nocompress,2,P14749,propep,1,0,0
esmc6b_3di_nocompress,2,P14781,pep,0,0,0
esmc6b_3di_nocompress,2,P14781,propep,1,0,0
esmc6b_3di_nocompress,2,P15167,pep,0,0,0
esmc6b_3di_nocompress,2,P15167,propep,0,1,0
esmc6b_3di_nocompress,2,P15471,pep,1,0,0
esmc6b_3di_nocompress,2,P15471,propep,1,0,0
esmc6b_3di_nocompress,2,P15490,pep,0,0,0
esmc6b_3di_nocompress,2,P15490,propep,0,1,0
esmc6b_3di_nocompress,2,P15566,pep,0,1,0
esmc6b_3di_nocompress,2,P15566,propep,0,0,0
esmc6b_3di_nocompress,2,P15819,pep,0,0,0
esmc6b_3di_nocompress,2,P15819,propep,1,0,0
esmc6b_3di_nocompress,2,P16014,pep,0,1,4
esmc6b_3di_nocompress,2,P16014,propep,0,0,0
esmc6b_3di_nocompress,2,P16094,pep,0,0,1
esmc6b_3di_nocompress,2,P16094,propep,0,1,0
esmc6b_3di_nocompress,2,P16231,pep,0,0,0
esmc6b_3di_nocompress,2,P16231,propep,0,1,1
esmc6b_3di_nocompress,2,P16291,pep,0,0,0
esmc6b_3di_nocompress,2,P16291,propep,2,0,0
esmc6b_3di_nocompress,2,P16292,pep,0,0,0
esmc6b_3di_nocompress,2,P16292,propep,2,0,0
esmc6b_3di_nocompress,2,P16293,pep,0,0,0
esmc6b_3di_nocompress,2,P16293,propep,1,0,0
esmc6b_3di_nocompress,2,P16294,pep,0,0,0
esmc6b_3di_nocompress,2,P16294,propep,2,0,0
esmc6b_3di_nocompress,2,P16296,pep,0,0,0
esmc6b_3di_nocompress,2,P16296,propep,2,0,0
esmc6b_3di_nocompress,2,P16501,pep,0,0,1
esmc6b_3di_nocompress,2,P16501,propep,0,1,0
esmc6b_3di_nocompress,2,P16545,pep,0,0,1
esmc6b_3di_nocompress,2,P16545,propep,0,1,0
esmc6b_3di_nocompress,2,P17349,pep,0,0,0
esmc6b_3di_nocompress,2,P17349,propep,0,1,0
esmc6b_3di_nocompress,2,P17647,pep,0,0,1
esmc6b_3di_nocompress,2,P17647,propep,0,1,0
esmc6b_3di_nocompress,2,P17896,pep,0,0,0
esmc6b_3di_nocompress,2,P17896,propep,0,1,0
esmc6b_3di_nocompress,2,P18254,pep,0,0,0
esmc6b_3di_nocompress,2,P18254,propep,0,1,0
esmc6b_3di_nocompress,2,P18263,pep,0,0,0
esmc6b_3di_nocompress,2,P18263,propep,1,0,0
esmc6b_3di_nocompress,2,P18619,pep,0,0,0
esmc6b_3di_nocompress,2,P18619,propep,0,1,0
esmc6b_3di_nocompress,2,P19259,pep,0,0,0
esmc6b_3di_nocompress,2,P19259,propep,1,0,0
esmc6b_3di_nocompress,2,P19540,pep,0,0,0
esmc6b_3di_nocompress,2,P19540,propep,2,0,0
esmc6b_3di_nocompress,2,P19578,pep,1,0,0
esmc6b_3di_nocompress,2,P19578,propep,1,0,0
esmc6b_3di_nocompress,2,P19637,pep,0,0,0
esmc6b_3di_nocompress,2,P19637,propep,1,0,0
esmc6b_3di_nocompress,2,P20068,pep,1,2,0
esmc6b_3di_nocompress,2,P20068,propep,0,0,1
esmc6b_3di_nocompress,2,P20076,pep,0,0,0
esmc6b_3di_nocompress,2,P20076,propep,1,0,0
esmc6b_3di_nocompress,2,P20164,pep,0,0,0
esmc6b_3di_nocompress,2,P20164,propep,0,1,0
esmc6b_3di_nocompress,2,P20465,pep,0,5,0
esmc6b_3di_nocompress,2,P20465,propep,0,0,1
esmc6b_3di_nocompress,2,P20466,pep,0,3,0
esmc6b_3di_nocompress,2,P20466,propep,0,0,2
