tag,frac,n_train,fold,protein,tp3,fn3,fp3,tp0,fn0,fp0
3di,70,3660,5,Q95P48,5,2,4,5,2,4
3di,70,3660,5,Q97JL5,1,0,1,1,0,1
3di,70,3660,5,Q99317,1,0,0,1,0,0
3di,70,3660,5,Q99319,1,0,0,1,0,0
3di,70,3660,5,Q99320,1,0,0,1,0,0
3di,70,3660,5,Q99MP5,0,1,1,0,1,1
3di,70,3660,5,Q99N14,2,0,0,0,2,2
3di,70,3660,5,Q9AR88,0,2,1,0,2,1
3di,70,3660,5,Q9BY14,1,0,0,1,0,0
3di,70,3660,5,Q9BZD6,1,0,0,0,1,1
3di,70,3660,5,Q9CA23,1,0,0,1,0,0
3di,70,3660,5,Q9CGL5,1,0,0,1,0,0
3di,70,3660,5,Q9D1N2,1,0,1,0,1,2
3di,70,3660,5,Q9D7F2,1,0,0,0,1,1
3di,70,3660,5,Q9D7S0,1,0,0,1,0,0
3di,70,3660,5,Q9DGK7,1,1,1,1,1,1
3di,70,3660,5,Q9EPI2,0,1,1,0,1,1
3di,70,3660,5,Q9EPS2,2,0,0,2,0,0
3di,70,3660,5,Q9FEB4,1,1,1,1,1,1
3di,70,3660,5,Q9FFH6,1,0,0,1,0,0
3di,70,3660,5,Q9FHQ6,1,0,2,1,0,2
3di,70,3660,5,Q9FIW0,0,2,3,0,2,3
3di,70,3660,5,Q9FIW1,0,2,5,0,2,5
3di,70,3660,5,Q9FRF9,1,1,0,1,1,0
3di,70,3660,5,Q9FS10,1,1,0,1,1,0
3di,70,3660,5,Q9GLV5,0,1,0,0,1,0
3di,70,3660,5,Q9GQV7,3,3,5,3,3,5
3di,70,3660,5,Q9GZZ7,1,0,0,0,1,1
3di,70,3660,5,Q9I8P2,2,0,0,2,0,0
3di,70,3660,5,Q9I8P3,1,1,1,1,1,1
3di,70,3660,5,Q9I9D3,1,1,1,1,1,1
3di,70,3660,5,Q9JJT2,1,0,0,0,1,1
3di,70,3660,5,Q9JMI7,1,0,0,1,0,0
3di,70,3660,5,Q9K8J7,1,0,1,1,0,1
3di,70,3660,5,Q9L5D6,0,1,0,0,1,0
3di,70,3660,5,Q9LE56,1,0,0,1,0,0
3di,70,3660,5,Q9LFW3,0,1,1,0,1,1
3di,70,3660,5,Q9LII0,0,1,1,0,1,1
3di,70,3660,5,Q9LJU1,1,0,0,1,0,0
3di,70,3660,5,Q9LMY9,1,1,0,1,1,0
3di,70,3660,5,Q9LUA1,1,0,0,1,0,0
3di,70,3660,5,Q9M0A1,1,0,0,1,0,0
3di,70,3660,5,Q9M2Y0,1,1,1,1,1,1
3di,70,3660,5,Q9MAC1,1,0,0,1,0,0
3di,70,3660,5,Q9MYK8,2,0,0,1,1,1
3di,70,3660,5,Q9N5R0,1,0,0,1,0,0
3di,70,3660,5,Q9NL82,15,1,2,15,1,2
3di,70,3660,5,Q9NL83,14,1,2,14,1,2
3di,70,3660,5,Q9P3E4,0,1,0,0,1,0
3di,70,3660,5,Q9PQT2,1,0,1,1,0,1
3di,70,3660,5,Q9PT98,2,0,0,2,0,0
3di,70,3660,5,Q9PT99,2,0,0,1,1,1
3di,70,3660,5,Q9PTA0,1,1,1,1,1,1
3di,70,3660,5,Q9PW68,1,1,1,1,1,1
3di,70,3660,5,Q9QUR8,0,1,1,0,1,1
3di,70,3660,5,Q9QZQ3,0,1,1,0,1,1
3di,70,3660,5,Q9QZQ4,1,0,0,1,0,0
3di,70,3660,5,Q9SIL7,1,0,0,0,1,1
3di,70,3660,5,Q9SJ81,1,0,0,1,0,0
3di,70,3660,5,Q9SK27,1,0,0,1,0,0
3di,70,3660,5,Q9SQN9,1,0,0,1,0,0
3di,70,3660,5,Q9SRT7,0,1,1,0,1,1
3di,70,3660,5,Q9SSG3,1,0,0,0,1,1
3di,70,3660,5,Q9STH5,1,0,0,1,0,0
3di,70,3660,5,Q9SZ51,1,0,0,1,0,0
3di,70,3660,5,Q9SZG4,0,2,1,0,2,1
3di,70,3660,5,Q9TR93,1,0,0,0,1,1
3di,70,3660,5,Q9TRM8,1,1,2,1,1,2
3di,70,3660,5,Q9UK23,0,1,1,0,1,1
3di,70,3660,5,Q9VET0,1,2,1,1,2,1
3di,70,3660,5,Q9VPR7,1,0,0,0,1,1
3di,70,3660,5,Q9VT52,1,2,2,0,3,3
3di,70,3660,5,Q9WTL0,1,0,0,1,0,0
3di,70,3660,5,Q9XSE2,0,1,1,0,1,1
3di,70,3660,5,Q9XSW6,2,0,0,2,0,0
3di,70,3660,5,Q9Y4W6,0,1,1,0,1,1
3di,70,3660,5,Q9Z172,1,0,0,1,0,0
3di,70,3660,5,Q9ZQG9,1,0,0,1,0,0
3di,70,3660,5,Q9ZWA8,1,0,0,1,0,0
3di,70,3660,5,W4VRV4,1,0,1,1,0,1
3di,70,3660,5,W4VS49,1,0,1,1,0,1
3di,70,3660,5,W4VSC0,1,0,0,1,0,0
3di,70,3660,5,W4VSG7,0,3,1,0,3,1
3di,70,3660,5,W4VSI9,1,0,1,1,0,1
3di,85,4504,2,A0A059UI30,0,1,0,0,1,0
3di,85,4504,2,A0A068B0Z6,1,0,0,0,1,1
3di,85,4504,2,A0A068B409,1,0,0,1,0,0
3di,85,4504,2,A0A068B6Q6,1,0,0,0,1,1
3di,85,4504,2,A0A077DF94,1,2,1,0,3,2
3di,85,4504,2,A0A0C4G4L1,2,0,0,2,0,0
3di,85,4504,2,A0A0D4WTV1,1,0,0,0,1,1
3di,85,4504,2,A0A0P0UTI6,9,0,0,9,0,0
3di,85,4504,2,A0A0P0UTQ7,2,1,2,2,1,2
3di,85,4504,2,A0A0R4IKU3,1,0,0,0,1,1
3di,85,4504,2,A0A125S9E1,0,2,2,0,2,2
3di,85,4504,2,A0A125S9G2,0,2,2,0,2,2
3di,85,4504,2,A0A139GI49,7,0,0,1,6,6
3di,85,4504,2,A0A144LVM3,0,1,1,0,1,1
3di,85,4504,2,A0A1D5PPP7,2,0,0,1,1,1
3di,85,4504,2,A0A1D5PUP4,0,1,1,0,1,1
3di,85,4504,2,A0A1S6EK91,1,1,0,1,1,0
3di,85,4504,2,A0A2I8B352,0,1,0,0,1,0
3di,85,4504,2,A0A318,0,1,0,0,1,0
3di,85,4504,2,A0A348G5V8,2,0,0,1,1,1
3di,85,4504,2,A0A348G5V9,2,0,0,2,0,0
3di,85,4504,2,A0A348G5W0,2,0,0,2,0,0
3di,85,4504,2,A0A348G5W2,2,0,0,2,0,0
3di,85,4504,2,A0A348G6I7,2,0,0,2,0,0
3di,85,4504,2,A0A348G6I9,2,0,0,2,0,0
3di,85,4504,2,A0A348G6J1,1,1,0,0,2,1
3di,85,4504,2,A0A3G3C7R5,2,0,0,1,1,1
3di,85,4504,2,A0A3G3C7S0,2,0,0,2,0,0
3di,85,4504,2,A0A3G3C7S2,2,0,0,0,2,2
3di,85,4504,2,A0A3G3C7S9,2,0,0,2,0,0
3di,85,4504,2,A0A3G3C7U4,2,0,0,2,0,0
3di,85,4504,2,A0A3G3C7V0,2,0,0,2,0,0
3di,85,4504,2,A0A3G6IHA6,1,0,0,1,0,0
3di,85,4504,2,A0A6G9KHD1,2,0,0,2,0,0
3di,85,4504,2,A0A6G9KHD6,2,0,0,2,0,0
3di,85,4504,2,A0A6G9KHE4,1,0,1,1,0,1
3di,85,4504,2,A0A6G9KIR5,0,2,1,0,2,1
3di,85,4504,2,A0A6G9KJK9,2,0,0,2,0,0
3di,85,4504,2,A0A6G9KJV6,2,0,0,2,0,0
3di,85,4504,2,A0A6M3Z4D9,1,1,1,1,1,1
3di,85,4504,2,A0A6M3Z4R1,2,0,0,2,0,0
3di,85,4504,2,A0A6M3Z4R4,1,1,0,1,1,0
3di,85,4504,2,A0A8U0LTF0,1,1,1,1,1,1
3di,85,4504,2,A0A8U0LTY4,2,0,0,2,0,0
3di,85,4504,2,A0A976XKR0,1,0,0,0,1,1
3di,85,4504,2,A0SE59,2,0,0,2,0,0
3di,85,4504,2,A0SE60,2,0,0,2,0,0
3di,85,4504,2,A0T099,1,0,0,1,0,0
3di,85,4504,2,A0T0S8,1,0,0,1,0,0
3di,85,4504,2,A0ZZ18,0,1,0,0,1,0
3di,85,4504,2,A1E9Q7,0,1,0,0,1,0
3di,85,4504,2,A1E9Z1,0,1,0,0,1,0
3di,85,4504,2,A1R6Q7,0,1,0,0,1,0
3di,85,4504,2,A1SK13,0,1,0,0,1,0
3di,85,4504,2,A1X8B8,2,0,0,2,0,0
3di,85,4504,2,A1X8B9,2,0,0,1,1,1
3di,85,4504,2,A1X8C2,2,0,0,2,0,0
3di,85,4504,2,A1X8C3,2,0,0,2,0,0
3di,85,4504,2,A1X8C6,1,0,0,1,0,0
3di,85,4504,2,A1X8D0,1,0,0,1,0,0
3di,85,4504,2,A1X8D8,1,0,0,0,1,1
3di,85,4504,2,A1X8D9,1,0,0,0,1,1
3di,85,4504,2,A2BP71,1,0,0,1,0,0
3di,85,4504,2,A2BUQ3,1,0,0,1,0,0
3di,85,4504,2,A2C0A5,1,0,0,1,0,0
3di,85,4504,2,A2CCL2,1,0,0,1,0,0
3di,85,4504,2,A3DT44,0,1,1,0,1,1
3di,85,4504,2,A3PAZ3,1,0,0,1,0,0
3di,85,4504,2,A4USB4,1,0,0,1,0,0
3di,85,4504,2,A4X3P0,0,1,0,0,1,0
3di,85,4504,2,A5GIE8,1,0,0,1,0,0
3di,85,4504,2,A5GWF4,1,0,0,1,0,0
3di,85,4504,2,A5LHX3,1,0,0,1,0,0
3di,85,4504,2,A6LHQ9,0,1,1,0,1,1
3di,85,4504,2,A6M934,2,0,0,2,0,0
3di,85,4504,2,A6M938,1,0,0,0,1,1
3di,85,4504,2,A6MFK7,2,0,0,0,2,2
3di,85,4504,2,A6MFK8,2,0,0,0,2,2
3di,85,4504,2,A6P331,0,1,2,0,1,2
3di,85,4504,2,A6YRN9,0,1,0,0,1,0
3di,85,4504,2,A6ZL22,1,0,0,1,0,0
3di,85,4504,2,A6ZY20,1,0,0,1,0,0
3di,85,4504,2,A7GT16,0,1,0,0,1,0
3di,85,4504,2,A7SRR3,1,0,1,0,1,2
3di,85,4504,2,A7Z6W8,0,1,0,0,1,0
3di,85,4504,2,A8FFD9,0,1,0,0,1,0
3di,85,4504,2,A8G2T2,1,0,0,1,0,0
3di,85,4504,2,A9VHU8,0,1,0,0,1,0
3di,85,4504,2,A9XDG0,1,0,0,1,0,0
3di,85,4504,2,A9XDG1,1,0,0,1,0,0
3di,85,4504,2,A9XDG2,1,0,0,1,0,0
3di,85,4504,2,A9XDG3,1,0,0,1,0,0
3di,85,4504,2,B0BK71,0,1,1,0,1,1
3di,85,4504,2,B0BK72,0,1,1,0,1,1
3di,85,4504,2,B0JSW8,1,0,0,1,0,0
3di,85,4504,2,B0XT09,0,1,1,0,1,1
3di,85,4504,2,B0XT72,1,0,1,0,1,2
3di,85,4504,2,B0XVI5,0,1,1,0,1,1
3di,85,4504,2,B0Y8H9,1,0,0,1,0,0
3di,85,4504,2,B1P1H5,2,0,0,1,1,1
3di,85,4504,2,B1WUL2,1,0,0,1,0,0
3di,85,4504,2,B1XMN4,1,0,0,1,0,0
3di,85,4504,2,B2CJ57,8,0,0,1,7,7
3di,85,4504,2,B2J4T9,1,0,0,1,0,0
3di,85,4504,2,B2KKV6,1,0,0,1,0,0
3di,85,4504,2,B2KKV7,1,0,0,1,0,0
3di,85,4504,2,B2KKV8,1,0,0,1,0,0
3di,85,4504,2,B2KKW0,1,0,0,1,0,0
3di,85,4504,2,B2RH54,1,0,0,1,0,0
3di,85,4504,2,B2RH58,1,0,0,1,0,0
3di,85,4504,2,B2Y1W5,1,0,0,1,0,0
3di,85,4504,2,B3EWS9,0,2,1,0,2,1
3di,85,4504,2,B3H5A9,5,0,0,5,0,0
3di,85,4504,2,B5G6G5,2,0,0,0,2,2
3di,85,4504,2,B5VE42,1,0,0,1,0,0
3di,85,4504,2,B6D434,1,0,0,0,1,1
3di,85,4504,2,B6DT16,3,2,1,3,2,1
3di,85,4504,2,B6K9M7,0,1,0,0,1,0
3di,85,4504,2,B6KAM0,0,1,1,0,1,1
3di,85,4504,2,B6S2X0,1,0,0,0,1,1
3di,85,4504,2,B6S2X2,1,0,0,0,1,1
3di,85,4504,2,B7HCU7,0,1,0,0,1,0
3di,85,4504,2,B7HPM0,0,1,0,0,1,0
3di,85,4504,2,B7IYH4,0,1,0,0,1,0
3di,85,4504,2,B7JNV3,0,1,0,0,1,0
3di,85,4504,2,B7JVQ3,1,0,0,1,0,0
3di,85,4504,2,B7K989,1,0,0,1,0,0
3di,85,4504,2,B8H8L6,1,0,0,1,0,0
3di,85,4504,2,B8HTR1,1,0,0,0,1,1
3di,85,4504,2,B8JLQ9,1,0,0,1,0,0
3di,85,4504,2,B8XH40,0,1,0,0,1,0
3di,85,4504,2,B8XH50,2,0,0,2,0,0
3di,85,4504,2,B9IY88,0,1,0,0,1,0
3di,85,4504,2,C0HJV6,1,0,0,0,1,1
3di,85,4504,2,C0HJV7,1,0,0,1,0,0
3di,85,4504,2,C0HJV8,1,0,0,1,0,0
3di,85,4504,2,C0HKF6,2,0,0,1,1,1
3di,85,4504,2,C0HKS1,1,1,1,1,1,1
3di,85,4504,2,C0HKT2,1,0,0,1,0,0
3di,85,4504,2,C0HKT3,1,2,0,1,2,0
3di,85,4504,2,C0HKY1,4,3,8,4,3,8
3di,85,4504,2,C0KYC3,2,0,0,1,1,1
3di,85,4504,2,C0KYC4,2,0,0,1,1,1
3di,85,4504,2,C0KYC5,0,2,2,0,2,2
3di,85,4504,2,C0KYC6,2,0,0,1,1,1
3di,85,4504,2,C0L2T8,0,2,1,0,2,1
3di,85,4504,2,C1ESL5,0,1,0,0,1,0
3di,85,4504,2,C3L5S4,0,1,0,0,1,0
3di,85,4504,2,C3P8M7,0,1,0,0,1,0
3di,85,4504,2,C5BVA2,0,1,0,0,1,0
3di,85,4504,2,C5D4U8,0,1,0,0,1,0
3di,85,4504,2,C5J886,2,0,0,1,1,1
3di,85,4504,2,C5J887,2,0,0,2,0,0
3di,85,4504,2,C6FX52,1,0,1,0,1,2
3di,85,4504,2,C6KSX0,1,0,0,1,0,0
3di,85,4504,2,C6ZJQ2,2,0,0,2,0,0
3di,85,4504,2,C7DQB9,1,1,0,0,2,1
3di,85,4504,2,C7DQC0,2,0,0,1,1,1
3di,85,4504,2,C7DQC1,0,2,0,0,2,0
3di,85,4504,2,C7DQC2,2,0,0,2,0,0
3di,85,4504,2,C7DQX6,2,0,0,2,0,0
3di,85,4504,2,C7DQX8,2,0,0,2,0,0
3di,85,4504,2,C7DQX9,2,0,0,0,2,2
3di,85,4504,2,C7DQY0,1,1,0,1,1,0
3di,85,4504,2,C7GQJ1,1,0,0,1,0,0
3di,85,4504,2,C7LYP7,0,1,0,0,1,0
3di,85,4504,2,C7R403,0,1,1,0,1,1
3di,85,4504,2,C9E1R9,0,1,1,0,1,1
3di,85,4504,2,C9E1S1,0,1,1,0,1,1
3di,85,4504,2,D1BHT9,0,1,0,0,1,0
3di,85,4504,2,D2DGD3,2,0,0,1,1,1
3di,85,4504,2,D2DGD8,0,2,2,0,2,2
3di,85,4504,2,D2DGD9,0,2,2,0,2,2
3di,85,4504,2,D2Y2C5,1,1,0,1,1,0
3di,85,4504,2,D2Y2C6,2,0,0,2,0,0
3di,85,4504,2,D2Y2C7,1,1,0,1,1,0
3di,85,4504,2,D2Y2C8,1,1,0,1,1,0
3di,85,4504,2,D2Y498,1,0,0,1,0,0
3di,85,4504,2,D2Y4A0,1,0,0,1,0,0
3di,85,4504,2,D2Y4A1,1,0,0,1,0,0
3di,85,4504,2,D2Y4A2,1,0,1,1,0,1
3di,85,4504,2,D3JWK3,0,1,0,0,1,0
3di,85,4504,2,D3JWK4,0,1,0,0,1,0
3di,85,4504,2,D3JWK5,0,1,0,0,1,0
3di,85,4504,2,D3JWK6,0,1,0,0,1,0
3di,85,4504,2,D4ATC3,1,0,0,0,1,1
3di,85,4504,2,D4HRK4,2,0,0,2,0,0
3di,85,4504,2,D4HRK7,0,1,1,0,1,1
3di,85,4504,2,D5KXG5,0,2,2,0,2,2
3di,85,4504,2,D5LGE0,0,5,0,0,5,0
3di,85,4504,2,D6C4H5,0,2,2,0,2,2
3di,85,4504,2,D6C4J4,0,2,1,0,2,1
3di,85,4504,2,D6C4J8,2,1,1,2,1,1
3di,85,4504,2,D6C4K5,1,1,0,1,1,0
3di,85,4504,2,D9IWN6,2,0,0,0,2,2
3di,85,4504,2,D9IWN7,2,0,0,0,2,2
3di,85,4504,2,D9U2A7,0,1,0,0,1,0
3di,85,4504,2,E1ZVK3,2,3,2,1,4,3
3di,85,4504,2,E2A6P1,0,1,2,0,1,2
3di,85,4504,2,E2AJ76,2,0,1,1,1,2
3di,85,4504,2,E2ARW3,1,0,1,1,0,1
3di,85,4504,2,E2AX35,0,1,1,0,1,1
3di,85,4504,2,E2AZE8,1,2,1,1,2,1
3di,85,4504,2,E2DIH5,1,1,1,1,1,1
3di,85,4504,2,E2DIH6,2,0,0,1,1,1
3di,85,4504,2,E4VP07,2,0,0,2,0,0
3di,85,4504,2,E5D3Z8,1,0,0,0,1,1
3di,85,4504,2,E9NW26,0,1,1,0,1,1
3di,85,4504,2,E9NW27,0,1,1,0,1,1
3di,85,4504,2,F1CJ89,1,0,1,1,0,1
3di,85,4504,2,F1DFM9,1,0,0,0,1,1
3di,85,4504,2,F1NV61,1,1,0,1,1,0
3di,85,4504,2,F4I082,1,0,0,1,0,0
3di,85,4504,2,F4JIG1,1,0,0,0,1,1
3di,85,4504,2,F8S122,0,1,0,0,1,0
3di,85,4504,2,G0R947,1,0,0,1,0,0
3di,85,4504,2,G0RUP7,1,0,0,1,0,0
3di,85,4504,2,H2CYR5,2,0,0,2,0,0
3di,85,4504,2,H7C8I3,2,0,0,2,0,0
3di,85,4504,2,I0DEB3,2,0,0,2,0,0
3di,85,4504,2,I0DEB4,2,0,0,2,0,0
3di,85,4504,2,I0DEB5,2,0,0,2,0,0
3di,85,4504,2,I0DEB6,2,0,0,2,0,0
3di,85,4504,2,I2DBY1,0,1,1,0,1,1
3di,85,4504,2,I2DBY2,0,1,1,0,1,1
3di,85,4504,2,I2DBY3,0,1,1,0,1,1
3di,85,4504,2,I6R1R5,0,1,1,0,1,1
3di,85,4504,2,K1XVG1,1,0,0,0,1,1
3di,85,4504,2,K8DWB5,1,0,1,1,0,1
3di,85,4504,2,K9USW8,0,1,0,0,1,0
3di,85,4504,2,L0GAZ8,2,0,0,2,0,0
3di,85,4504,2,L0GCV8,2,0,0,2,0,0
3di,85,4504,2,O01382,1,1,0,1,1,0
3di,85,4504,2,O02002,1,1,0,0,2,1
3di,85,4504,2,O08524,0,1,0,0,1,0
3di,85,4504,2,O08738,1,1,0,0,2,1
3di,85,4504,2,O13318,1,0,0,1,0,0
3di,85,4504,2,O13547,1,0,0,1,0,0
3di,85,4504,2,O13692,0,1,1,0,1,1
3di,85,4504,2,O15130,3,1,0,2,2,1
3di,85,4504,2,O18494,1,1,0,0,2,1
3di,85,4504,2,O18495,1,1,0,0,2,1
3di,85,4504,2,O18496,0,2,1,0,2,1
3di,85,4504,2,O24565,1,0,1,1,0,1
3di,85,4504,2,O24567,1,0,1,1,0,1
3di,85,4504,2,O24572,1,0,1,1,0,1
3di,85,4504,2,O24602,1,0,1,1,0,1
3di,85,4504,2,O24618,1,0,1,1,0,1
3di,85,4504,2,O31840,2,0,0,1,1,1
3di,85,4504,2,O32025,0,3,2,0,3,2
3di,85,4504,2,O32295,2,0,0,2,0,0
3di,85,4504,2,O32389,1,0,1,1,0,1
3di,85,4504,2,O35314,0,1,3,0,1,3
3di,85,4504,2,O35397,1,1,0,0,2,1
3di,85,4504,2,O44185,10,0,0,10,0,0
3di,85,4504,2,O44516,1,0,0,0,1,1
3di,85,4504,2,O48915,1,0,0,0,1,1
3di,85,4504,2,O49644,1,0,0,1,0,0
3di,85,4504,2,O49645,1,0,0,0,1,1
3di,85,4504,2,O57413,0,1,1,0,1,1
3di,85,4504,2,O60087,1,0,0,0,1,1
3di,85,4504,2,O64864,1,0,0,1,0,0
3di,85,4504,2,O64865,1,0,0,1,0,0
3di,85,4504,2,O73795,0,1,1,0,1,1
3di,85,4504,2,O75003,0,1,0,0,1,0
3di,85,4504,2,O77256,2,0,0,0,2,2
3di,85,4504,2,O78504,1,0,0,1,0,0
3di,85,4504,2,O82081,1,0,0,0,1,1
3di,85,4504,2,O82549,0,1,0,0,1,0
3di,85,4504,2,O88947,2,0,0,0,2,2
3di,85,4504,2,O89094,0,1,2,0,1,2
3di,85,4504,2,O95831,0,1,0,0,1,0
3di,85,4504,2,O95980,1,0,0,1,0,0
3di,85,4504,2,O96447,0,1,1,0,1,1
3di,85,4504,2,O96812,1,0,0,1,0,0
3di,85,4504,2,P00740,1,1,0,1,1,0
3di,85,4504,2,P00741,1,1,0,1,1,0
3di,85,4504,2,P00742,0,1,1,0,1,1
3di,85,4504,2,P00745,1,1,0,1,1,0
3di,85,4504,2,P00750,1,0,0,1,0,0
3di,85,4504,2,P01068,3,9,2,0,12,5
3di,85,4504,2,P01156,2,1,1,2,1,1
3di,85,4504,2,P01252,0,1,1,0,1,1
3di,85,4504,2,P01344,0,1,2,0,1,2
3di,85,4504,2,P01346,0,1,2,0,1,2
3di,85,4504,2,P01357,4,2,9,1,5,12
3di,85,4504,2,P01358,1,0,0,0,1,1
3di,85,4504,2,P01501,2,0,0,2,0,0
3di,85,4504,2,P01579,0,1,1,0,1,1
3di,85,4504,2,P02545,0,1,1,0,1,1
3di,85,4504,2,P02681,0,1,1,0,1,1
3di,85,4504,2,P02876,1,0,0,1,0,0
3di,85,4504,2,P03997,0,1,0,0,1,0
3di,85,4504,2,P03998,0,1,1,0,1,1
3di,85,4504,2,P04002,0,1,2,0,1,2
3di,85,4504,2,P04070,1,1,0,1,1,0
3di,85,4504,2,P04124,1,0,0,1,0,0
3di,85,4504,2,P05017,0,1,2,0,1,2
3di,85,4504,2,P05019,0,1,2,0,1,2
3di,85,4504,2,P05060,0,1,5,0,1,5
3di,85,4504,2,P05118,0,1,1,0,1,1
3di,85,4504,2,P05222,0,2,9,0,2,9
3di,85,4504,2,P05224,4,1,6,1,4,9
3di,85,4504,2,P05225,2,3,10,0,5,12
3di,85,4504,2,P05226,2,4,10,1,5,11
3di,85,4504,2,P06302,0,1,1,0,1,1
3di,85,4504,2,P06454,0,1,1,0,1,1
3di,85,4504,2,P06731,0,1,0,0,1,0
3di,85,4504,2,P07095,0,1,0,0,1,0
3di,85,4504,2,P07455,0,1,2,0,1,2
3di,85,4504,2,P07456,0,1,2,0,1,2
3di,85,4504,2,P07835,0,1,2,0,1,2
3di,85,4504,2,P07907,0,4,2,0,4,2
3di,85,4504,2,P08025,0,1,2,0,1,2
3di,85,4504,2,P08454,1,0,0,0,1,1
3di,85,4504,2,P08459,1,0,0,1,0,0
3di,85,4504,2,P08709,1,0,0,1,0,0
3di,85,4504,2,P09031,0,1,1,0,1,1
3di,85,4504,2,P09166,0,1,0,0,1,0
3di,85,4504,2,P09167,0,1,1,0,1,1
3di,85,4504,2,P09535,0,1,2,0,1,2
3di,85,4504,2,P09598,1,0,0,1,0,0
3di,85,4504,2,P09989,0,1,1,0,1,1
3di,85,4504,2,P0C0P5,0,2,1,0,2,1
3di,85,4504,2,P0C0P6,0,2,1,0,2,1
3di,85,4504,2,P0C0P7,0,2,0,0,2,0
3di,85,4504,2,P0C0P8,0,2,0,0,2,0
3di,85,4504,2,P0C1V9,2,0,0,2,0,0
3di,85,4504,2,P0C1W0,1,1,1,1,1,1
3di,85,4504,2,P0C1X1,1,2,2,0,3,3
3di,85,4504,2,P0C1Y2,2,0,0,1,1,1
3di,85,4504,2,P0C252,1,0,1,0,1,2
3di,85,4504,2,P0C254,1,0,1,1,0,1
3di,85,4504,2,P0C255,0,1,1,0,1,1
3di,85,4504,2,P0C2B0,2,0,0,1,1,1
3di,85,4504,2,P0C2B1,2,0,0,1,1,1
3di,85,4504,2,P0C2F3,0,1,0,0,1,0
3di,85,4504,2,P0C2S9,1,0,1,0,1,2
3di,85,4504,2,P0C408,0,1,0,0,1,0
3di,85,4504,2,P0C409,0,1,0,0,1,0
3di,85,4504,2,P0C410,0,1,0,0,1,0
3di,85,4504,2,P0C636,2,0,0,2,0,0
3di,85,4504,2,P0C637,2,0,0,2,0,0
3di,85,4504,2,P0C638,2,0,0,1,1,1
3di,85,4504,2,P0C639,2,0,0,2,0,0
3di,85,4504,2,P0C640,2,0,0,1,1,1
3di,85,4504,2,P0C666,0,2,2,0,2,2
3di,85,4504,2,P0C667,2,0,0,0,2,2
3di,85,4504,2,P0C668,2,0,0,1,1,1
3di,85,4504,2,P0C670,1,1,1,0,2,2
3di,85,4504,2,P0C6E4,0,1,1,0,1,1
3di,85,4504,2,P0C6E8,0,1,0,0,1,0
3di,85,4504,2,P0C7S9,1,0,1,0,1,2
3di,85,4504,2,P0C828,2,0,0,2,0,0
3di,85,4504,2,P0C829,3,0,0,1,2,2
3di,85,4504,2,P0C8P8,1,0,1,0,1,2
3di,85,4504,2,P0C8P9,2,0,0,0,2,2
3di,85,4504,2,P0C8R2,0,1,1,0,1,1
3di,85,4504,2,P0C8U4,2,0,0,2,0,0
3di,85,4504,2,P0C8U6,2,0,0,2,0,0
3di,85,4504,2,P0C8U7,2,0,0,2,0,0
3di,85,4504,2,P0C8U8,1,1,1,0,2,2
3di,85,4504,2,P0C8U9,0,2,2,0,2,2
3di,85,4504,2,P0C8V0,2,0,0,2,0,0
3di,85,4504,2,P0C8W1,2,0,0,2,0,0
3di,85,4504,2,P0C8W2,2,0,0,2,0,0
3di,85,4504,2,P0C901,0,2,1,0,2,1
3di,85,4504,2,P0C940,1,0,0,1,0,0
3di,85,4504,2,P0C954,1,0,0,1,0,0
3di,85,4504,2,P0C955,0,1,1,0,1,1
3di,85,4504,2,P0C956,0,1,1,0,1,1
3di,85,4504,2,P0CAQ2,0,2,1,0,2,1
3di,85,4504,2,P0CAQ3,1,1,0,0,2,1
3di,85,4504,2,P0CAQ5,2,0,0,2,0,0
3di,85,4504,2,P0CAQ6,2,0,0,2,0,0
3di,85,4504,2,P0CAQ7,1,0,0,1,0,0
3di,85,4504,2,P0CAQ8,0,1,1,0,1,1
3di,85,4504,2,P0CAQ9,0,1,1,0,1,1
3di,85,4504,2,P0CAZ2,1,0,0,1,0,0
3di,85,4504,2,P0CAZ3,1,0,0,1,0,0
3di,85,4504,2,P0CAZ4,1,0,0,1,0,0
3di,85,4504,2,P0CAZ5,1,0,0,1,0,0
3di,85,4504,2,P0CAZ6,1,0,0,1,0,0
3di,85,4504,2,P0CAZ7,1,0,0,1,0,0
3di,85,4504,2,P0CAZ8,1,0,1,0,1,2
3di,85,4504,2,P0CAZ9,1,0,1,1,0,1
3di,85,4504,2,P0CB07,2,0,0,1,1,1
3di,85,4504,2,P0CB08,2,0,0,0,2,2
3di,85,4504,2,P0CB12,2,0,0,1,1,1
3di,85,4504,2,P0CB14,1,0,0,0,1,1
3di,85,4504,2,P0CE73,2,0,0,2,0,0
3di,85,4504,2,P0CE75,3,0,0,1,2,2
3di,85,4504,2,P0CE76,3,0,0,1,2,2
3di,85,4504,2,P0CE79,1,0,0,1,0,0
3di,85,4504,2,P0CE80,1,0,0,1,0,0
3di,85,4504,2,P0CE81,1,0,0,1,0,0
3di,85,4504,2,P0CE82,1,0,0,1,0,0
3di,85,4504,2,P0CE83,1,0,0,1,0,0
3di,85,4504,2,P0CH50,1,0,0,0,1,1
3di,85,4504,2,P0CI13,1,0,1,0,1,2
3di,85,4504,2,P0CI49,0,1,0,0,1,0
3di,85,4504,2,P0CY75,2,0,0,2,0,0
