model,fold,protein,task,length,m3
adapter256,5,A8D888,propep,14,1
adapter256,5,A8FFT0,propep,9,1
adapter256,5,A8WU84,pep,23,1
adapter256,5,A8WU84,propep,12,1
adapter256,5,A8WU84,propep,26,1
adapter256,5,A8Z2H3,propep,9,1
adapter256,5,A9KMF6,propep,9,1
adapter256,5,A9R3T6,propep,42,1
adapter256,5,A9VIR7,propep,9,1
adapter256,5,B0BND0,propep,21,1
adapter256,5,B0K416,propep,6,1
adapter256,5,B0KAC0,propep,6,1
adapter256,5,B0TBW5,propep,9,1
adapter256,5,B0XZV8,propep,24,1
adapter256,5,B0Y665,propep,24,1
adapter256,5,B1AIJ8,propep,13,1
adapter256,5,B1B6T1,propep,12,1
adapter256,5,B1IBP4,propep,12,1
adapter256,5,B1ILY6,propep,9,1
adapter256,5,B1IQZ3,propep,37,0
adapter256,5,B1JR58,propep,42,1
adapter256,5,B1KZR4,propep,9,1
adapter256,5,B1P1A2,pep,36,1
adapter256,5,B1P1A4,pep,34,1
adapter256,5,B1P1A4,propep,8,1
adapter256,5,B1P1B6,pep,30,1
adapter256,5,B1P1B6,propep,32,1
adapter256,5,B1P1B7,pep,33,1
adapter256,5,B1P1B7,propep,8,1
adapter256,5,B1P1B8,pep,33,1
adapter256,5,B1P1B8,propep,8,1
adapter256,5,B1P1B9,pep,32,1
adapter256,5,B1P1B9,propep,10,1
adapter256,5,B1P1C2,pep,37,1
adapter256,5,B1P1C2,propep,8,1
adapter256,5,B1P1C6,pep,34,1
adapter256,5,B1P1C6,propep,8,1
adapter256,5,B1P1C7,pep,46,1
adapter256,5,B1P1C7,propep,8,1
adapter256,5,B1P1C8,pep,37,1
adapter256,5,B1P1C8,propep,8,1
adapter256,5,B1P1D7,pep,36,1
adapter256,5,B1P1D7,propep,31,1
adapter256,5,B1P1D8,pep,35,1
adapter256,5,B1P1D8,propep,30,1
adapter256,5,B1P1D9,pep,34,1
adapter256,5,B1P1D9,propep,29,1
adapter256,5,B1P1E0,pep,34,1
adapter256,5,B1P1E0,propep,29,1
adapter256,5,B1P1E1,pep,34,1
adapter256,5,B1P1E1,propep,29,1
adapter256,5,B1P1E2,propep,29,1
adapter256,5,B1P1E3,pep,34,1
adapter256,5,B1P1E3,propep,29,1
adapter256,5,B1P1E4,pep,34,1
adapter256,5,B1P1E4,propep,29,1
adapter256,5,B1P1E5,pep,28,0
adapter256,5,B1P1E5,propep,28,1
adapter256,5,B1P1E6,pep,28,0
adapter256,5,B1P1E6,propep,28,1
adapter256,5,B1P1E7,pep,28,0
adapter256,5,B1P1E7,propep,28,1
adapter256,5,B1P1E8,pep,28,0
adapter256,5,B1P1E8,propep,28,1
adapter256,5,B1P1F1,pep,35,1
adapter256,5,B1P1F1,propep,25,1
adapter256,5,B1P1F3,pep,34,1
adapter256,5,B1P1F3,propep,29,1
adapter256,5,B1P1F4,pep,34,1
adapter256,5,B1P1F4,propep,29,1
adapter256,5,B1P1F5,pep,35,0
adapter256,5,B1P1F5,propep,29,1
adapter256,5,B1P1F6,pep,38,0
adapter256,5,B1P1F6,propep,29,1
adapter256,5,B1P1F7,pep,35,1
adapter256,5,B1P1F7,propep,29,1
adapter256,5,B1P1F8,pep,36,1
adapter256,5,B1P1F8,propep,26,1
adapter256,5,B1P1F9,pep,36,1
adapter256,5,B1P1F9,propep,26,1
adapter256,5,B1P1G0,pep,35,1
adapter256,5,B1P1G0,propep,26,1
adapter256,5,B1P1G1,pep,35,0
adapter256,5,B1P1G1,propep,27,1
adapter256,5,B1P1G1,propep,23,0
adapter256,5,B1P1G2,pep,35,1
adapter256,5,B1P1G2,propep,26,1
adapter256,5,B1P1G3,pep,35,1
adapter256,5,B1P1G3,propep,26,1
adapter256,5,B1P1G4,pep,35,0
adapter256,5,B1P1G4,propep,26,1
adapter256,5,B1P1G5,pep,37,0
adapter256,5,B1P1G5,propep,26,1
adapter256,5,B1P1G6,pep,36,0
adapter256,5,B1P1G6,propep,27,1
adapter256,5,B1P1H0,pep,29,1
adapter256,5,B1P1H1,pep,34,1
adapter256,5,B1P1H1,propep,30,1
adapter256,5,B1P1H2,pep,34,0
adapter256,5,B1P1H2,propep,25,1
adapter256,5,B1P1H9,pep,35,0
adapter256,5,B1P1H9,propep,25,1
adapter256,5,B1P1I1,propep,36,1
adapter256,5,B1P1I2,propep,36,1
adapter256,5,B1P1I3,propep,33,1
adapter256,5,B1P1I4,propep,33,1
adapter256,5,B1P1I5,propep,24,1
adapter256,5,B1P1I6,propep,24,1
adapter256,5,B1VAF3,propep,10,1
adapter256,5,B1XF62,propep,37,0
adapter256,5,B1YJS1,propep,9,1
adapter256,5,B2A6B5,propep,10,1
adapter256,5,B2G856,propep,8,1
adapter256,5,B2GD71,propep,8,1
adapter256,5,B2IQ02,propep,12,1
adapter256,5,B2KAB7,propep,42,1
adapter256,5,B2MW54,propep,7,1
adapter256,5,B2RH57,propep,28,1
adapter256,5,B2TK69,propep,9,1
adapter256,5,B2V0A7,propep,9,1
adapter256,5,B2ZB95,pep,7,0
adapter256,5,B2ZB95,pep,9,1
adapter256,5,B2ZB95,pep,14,1
adapter256,5,B2ZB95,propep,42,0
adapter256,5,B2ZB95,propep,26,0
adapter256,5,B2ZB96,pep,7,0
adapter256,5,B2ZB96,pep,9,1
adapter256,5,B2ZB96,pep,14,0
adapter256,5,B2ZB96,propep,40,0
adapter256,5,B2ZB96,propep,26,0
adapter256,5,B2ZB98,pep,7,0
adapter256,5,B2ZB98,pep,9,1
adapter256,5,B2ZB98,pep,14,0
adapter256,5,B2ZB98,propep,40,0
adapter256,5,B2ZB98,propep,26,0
adapter256,5,B2ZB99,pep,7,0
adapter256,5,B2ZB99,pep,9,1
adapter256,5,B2ZB99,pep,14,0
adapter256,5,B2ZB99,propep,42,0
adapter256,5,B2ZB99,propep,26,0
adapter256,5,B2ZBA0,pep,7,0
adapter256,5,B2ZBA0,pep,9,1
adapter256,5,B2ZBA0,pep,14,1
adapter256,5,B2ZBA0,propep,40,0
adapter256,5,B2ZBA0,propep,23,0
adapter256,5,B2ZBA1,pep,7,0
adapter256,5,B2ZBA1,pep,9,1
adapter256,5,B2ZBA1,pep,14,1
adapter256,5,B2ZBA1,propep,43,0
adapter256,5,B2ZBA1,propep,23,0
adapter256,5,B3EWM3,pep,9,1
adapter256,5,B3FIN4,propep,33,1
adapter256,5,B3FIS2,propep,28,1
adapter256,5,B3FIS3,propep,28,1
adapter256,5,B3FIS4,propep,28,1
adapter256,5,B3H587,propep,28,1
adapter256,5,B3H5Q2,pep,15,1
adapter256,5,B3QZT2,propep,10,1
adapter256,5,B4THR7,propep,35,0
adapter256,5,B5E4L9,propep,12,1
adapter256,5,B5ZB18,propep,13,1
adapter256,5,B6DD59,propep,33,1
adapter256,5,B6IB31,propep,37,0
adapter256,5,B7GIR0,propep,9,1
adapter256,5,B7HE75,propep,9,1
adapter256,5,B7HQK0,propep,9,1
adapter256,5,B7IIV4,propep,9,1
adapter256,5,B7JQ28,propep,9,1
adapter256,5,B7L5E9,propep,37,0
adapter256,5,B7LZY9,propep,37,0
adapter256,5,B7M9V0,propep,37,0
adapter256,5,B7MV44,propep,37,0
adapter256,5,B7NB47,propep,37,0
adapter256,5,B7NUP2,propep,37,0
adapter256,5,B7URT6,propep,37,0
adapter256,5,B8DHK8,propep,9,1
adapter256,5,B8FUS1,propep,9,1
adapter256,5,B8I178,propep,9,1
adapter256,5,B8K1V9,pep,41,0
adapter256,5,B8K1V9,propep,50,0
adapter256,5,B8K1V9,propep,23,0
adapter256,5,B8ZPV1,propep,12,1
adapter256,5,B9DNE8,propep,9,1
adapter256,5,B9DU56,propep,12,1
adapter256,5,B9E020,propep,9,1
adapter256,5,B9ENM6,propep,17,1
adapter256,5,B9IZ18,propep,9,1
adapter256,5,B9MRB7,propep,10,1
adapter256,5,B9TQX1,propep,39,1
adapter256,5,B9TQX2,propep,36,1
adapter256,5,B9TQX3,propep,36,1
adapter256,5,B9TQX4,propep,37,1
adapter256,5,C0HJK2,pep,8,0
adapter256,5,C0HJK4,pep,9,1
adapter256,5,C0HK27,propep,16,0
adapter256,5,C0HK27,propep,11,0
adapter256,5,C0HKS3,pep,18,0
adapter256,5,C0HKS3,propep,25,0
adapter256,5,C0HKS3,propep,20,0
adapter256,5,C0HKS5,pep,18,0
adapter256,5,C0HKS5,propep,26,0
adapter256,5,C0HKS5,propep,20,0
adapter256,5,C0HKU2,pep,10,1
adapter256,5,C0HL17,pep,26,0
adapter256,5,C0HL17,pep,7,1
adapter256,5,C0HL17,pep,18,1
adapter256,5,C0HL17,pep,33,0
adapter256,5,C0HL17,pep,8,1
adapter256,5,C0HL17,propep,44,1
adapter256,5,C0HL17,propep,23,1
adapter256,5,C0M7I0,propep,12,1
adapter256,5,C0ME76,propep,12,1
adapter256,5,C1BJ98,propep,8,1
adapter256,5,C1C7A1,propep,12,1
adapter256,5,C1CE94,propep,12,1
adapter256,5,C1CKH0,propep,12,1
adapter256,5,C1CRK7,propep,12,1
adapter256,5,C1ETN9,propep,9,1
adapter256,5,C1FVW6,propep,9,1
adapter256,5,C1KVI7,propep,9,1
adapter256,5,C3L3J4,propep,9,1
adapter256,5,C3L6X4,propep,9,1
adapter256,5,C3P9C8,propep,9,1
adapter256,5,C4L4N3,propep,9,1
adapter256,5,C4YMJ3,propep,38,1
adapter256,5,C4YNQ5,propep,40,1
adapter256,5,C4YSF6,propep,32,1
adapter256,5,C4Z9Z8,propep,9,1
adapter256,5,C4ZY59,propep,37,0
adapter256,5,C5D5G7,propep,9,1
adapter256,5,C6EVG7,pep,10,0
adapter256,5,C6EVG7,pep,11,0
adapter256,5,C6EVG7,pep,13,0
adapter256,5,C6EVG7,pep,10,0
adapter256,5,C6EVG7,pep,32,1
adapter256,5,C6EVG7,propep,33,0
adapter256,5,C6EVG7,propep,5,0
adapter256,5,C6EVG7,propep,5,0
adapter256,5,C6EVG7,propep,10,0
adapter256,5,C6EVG7,propep,24,0
adapter256,5,C6Y4B5,propep,27,0
adapter256,5,D0PX84,propep,6,1
adapter256,5,D0PX85,propep,6,1
adapter256,5,D2Y1X9,pep,33,1
adapter256,5,D2Y1X9,propep,27,1
adapter256,5,D2Y1Y0,pep,33,1
adapter256,5,D2Y1Y0,propep,27,1
adapter256,5,D2Y1Y1,pep,33,1
adapter256,5,D2Y1Y1,propep,27,1
adapter256,5,D2Y1Y2,pep,33,1
adapter256,5,D2Y1Y2,propep,27,1
adapter256,5,D2Y1Y3,pep,33,1
adapter256,5,D2Y1Y3,propep,27,1
adapter256,5,D2Y1Y4,pep,33,1
adapter256,5,D2Y1Y4,propep,27,1
adapter256,5,D2Y1Y5,pep,33,1
adapter256,5,D2Y1Y5,propep,27,1
adapter256,5,D2Y1Y6,pep,33,1
adapter256,5,D2Y1Y6,propep,27,1
adapter256,5,D2Y1Y7,pep,33,1
adapter256,5,D2Y1Y7,propep,27,1
adapter256,5,D2Y1Y8,pep,33,1
adapter256,5,D2Y1Y8,propep,27,1
adapter256,5,D2Y1Y9,pep,33,1
adapter256,5,D2Y1Y9,propep,27,1
adapter256,5,D2Y1Z0,pep,33,1
adapter256,5,D2Y1Z0,propep,27,1
adapter256,5,D2Y1Z2,pep,32,1
adapter256,5,D2Y1Z2,propep,27,1
adapter256,5,D2Y1Z4,pep,33,1
adapter256,5,D2Y1Z4,propep,27,1
adapter256,5,D2Y1Z5,pep,33,1
adapter256,5,D2Y1Z5,propep,27,1
adapter256,5,D2Y1Z6,pep,33,1
adapter256,5,D2Y1Z6,propep,27,1
adapter256,5,D2Y1Z7,pep,33,1
adapter256,5,D2Y1Z7,propep,27,1
adapter256,5,D2Y1Z8,pep,33,1
adapter256,5,D2Y1Z8,propep,27,1
adapter256,5,D2Y1Z9,pep,33,1
adapter256,5,D2Y1Z9,propep,27,1
adapter256,5,D2Y200,pep,33,1
adapter256,5,D2Y200,propep,27,1
adapter256,5,D2Y201,pep,33,1
adapter256,5,D2Y201,propep,27,1
adapter256,5,D2Y202,pep,33,1
adapter256,5,D2Y202,propep,27,1
adapter256,5,D2Y203,pep,33,1
adapter256,5,D2Y203,propep,27,1
adapter256,5,D2Y232,pep,35,1
adapter256,5,D2Y232,propep,28,1
adapter256,5,D2Y233,pep,35,1
adapter256,5,D2Y233,propep,28,1
adapter256,5,D2Y236,pep,36,1
adapter256,5,D2Y236,propep,29,1
adapter256,5,D2Y237,pep,36,1
adapter256,5,D2Y237,propep,29,1
adapter256,5,D2Y238,pep,36,1
adapter256,5,D2Y238,propep,29,1
adapter256,5,D2Y239,pep,36,1
adapter256,5,D2Y239,propep,29,1
adapter256,5,D2Y240,pep,35,1
adapter256,5,D2Y240,propep,28,1
adapter256,5,D2Y241,pep,35,1
adapter256,5,D2Y241,propep,28,1
adapter256,5,D2Y242,pep,35,1
adapter256,5,D2Y242,propep,28,1
adapter256,5,D2Y243,pep,35,1
adapter256,5,D2Y243,propep,28,1
adapter256,5,D2Y244,pep,35,1
adapter256,5,D2Y244,propep,28,1
adapter256,5,D2Y245,pep,35,1
adapter256,5,D2Y245,propep,28,1
adapter256,5,D2Y246,pep,35,1
adapter256,5,D2Y246,propep,28,1
adapter256,5,D2Y247,pep,35,1
adapter256,5,D2Y247,propep,28,1
adapter256,5,D2Y248,pep,35,1
adapter256,5,D2Y248,propep,28,1
adapter256,5,D2Y249,pep,35,1
adapter256,5,D2Y249,propep,28,1
adapter256,5,D2Y250,pep,35,1
adapter256,5,D2Y250,propep,28,1
adapter256,5,D2Y251,propep,28,1
adapter256,5,D2Y252,propep,28,1
adapter256,5,D2Y2A0,pep,40,0
adapter256,5,D2Y2A0,propep,31,1
adapter256,5,D2Y2A1,pep,40,0
adapter256,5,D2Y2A1,propep,31,1
adapter256,5,D2Y2A2,pep,40,0
adapter256,5,D2Y2A2,propep,24,0
adapter256,5,D2Y2A3,pep,40,0
adapter256,5,D2Y2A3,propep,31,1
adapter256,5,D2Y2A4,pep,40,0
adapter256,5,D2Y2A4,propep,31,1
adapter256,5,D2Y2A5,pep,40,0
adapter256,5,D2Y2A5,propep,31,1
adapter256,5,D2Y2A6,pep,40,0
adapter256,5,D2Y2A6,propep,31,1
adapter256,5,D2Y2A7,pep,40,0
adapter256,5,D2Y2A7,propep,31,1
adapter256,5,D2Y2A8,pep,40,0
adapter256,5,D2Y2A8,propep,31,1
adapter256,5,D2Y2A9,pep,40,0
adapter256,5,D2Y2A9,propep,31,1
adapter256,5,D2Y2B0,pep,40,0
adapter256,5,D2Y2B0,propep,31,1
adapter256,5,D2Y2B1,pep,40,0
adapter256,5,D2Y2B1,propep,31,1
adapter256,5,D2Y2B2,pep,40,0
adapter256,5,D2Y2B2,propep,31,1
adapter256,5,D2Y2B3,pep,40,0
adapter256,5,D2Y2B3,propep,31,1
adapter256,5,D2Y2B4,pep,40,0
adapter256,5,D2Y2B4,propep,31,1
adapter256,5,D2Y2B5,pep,40,0
adapter256,5,D2Y2B5,propep,31,1
adapter256,5,D2Y2B6,propep,36,1
adapter256,5,D2Y2B7,propep,36,1
adapter256,5,D2Y2B8,propep,36,1
adapter256,5,D2Y2B9,propep,36,1
adapter256,5,D2Y2C1,pep,36,1
adapter256,5,D2Y2C1,propep,28,1
adapter256,5,D2Y2D2,pep,33,1
adapter256,5,D2Y2D2,propep,27,1
adapter256,5,D2Y2D7,pep,35,1
adapter256,5,D2Y2D7,propep,28,1
adapter256,5,D2Y2D8,propep,36,1
adapter256,5,D2Y2D9,propep,36,1
adapter256,5,D2Y2E8,pep,36,1
adapter256,5,D2Y2E8,propep,29,1
adapter256,5,D2Y2E9,pep,36,1
adapter256,5,D2Y2E9,propep,29,1
adapter256,5,D2Y2F0,pep,36,1
adapter256,5,D2Y2F0,propep,29,1
adapter256,5,D2Y2F1,pep,36,1
adapter256,5,D2Y2F1,propep,29,1
adapter256,5,D2Y2G3,pep,35,1
adapter256,5,D2Y2G3,propep,28,1
adapter256,5,D2Y2G4,pep,35,1
adapter256,5,D2Y2G4,propep,28,1
adapter256,5,D2Y2G5,pep,35,1
adapter256,5,D2Y2G5,propep,28,1
adapter256,5,D2Y2G6,pep,35,1
adapter256,5,D2Y2G6,propep,28,1
adapter256,5,D2Y2G7,pep,35,1
adapter256,5,D2Y2G7,propep,28,1
adapter256,5,D2Y2G8,pep,35,1
adapter256,5,D2Y2G8,propep,28,1
adapter256,5,D2Y2G9,pep,35,1
adapter256,5,D2Y2G9,propep,28,1
adapter256,5,D2Y2H1,propep,28,1
adapter256,5,D2Y2H2,propep,28,1
adapter256,5,D2Y2H3,pep,40,0
adapter256,5,D2Y2H3,propep,31,1
adapter256,5,D2Y2H4,pep,40,0
adapter256,5,D2Y2H4,propep,31,1
adapter256,5,D2Y2H5,pep,40,0
adapter256,5,D2Y2H5,propep,31,1
adapter256,5,D2Y2H6,pep,36,1
adapter256,5,D2Y2H6,propep,28,1
adapter256,5,D2Y2H7,pep,36,1
adapter256,5,D2Y2H7,propep,28,1
adapter256,5,D2Y2H8,pep,36,1
adapter256,5,D2Y2H8,propep,28,1
adapter256,5,D2Y2I3,pep,33,1
adapter256,5,D2Y2I3,propep,27,1
adapter256,5,D2Y2I5,pep,33,1
adapter256,5,D2Y2I5,propep,27,1
adapter256,5,D2Y2I6,pep,33,1
adapter256,5,D2Y2I6,propep,27,1
adapter256,5,D2Y2L5,pep,36,1
adapter256,5,D2Y2L5,propep,29,1
adapter256,5,D2Y2M0,pep,35,1
adapter256,5,D2Y2M0,propep,28,1
adapter256,5,D2Y2M1,pep,35,1
adapter256,5,D2Y2M1,propep,28,1
adapter256,5,D2Y2M2,pep,35,1
adapter256,5,D2Y2M2,propep,28,1
adapter256,5,D2Y2M3,pep,35,1
adapter256,5,D2Y2M3,propep,28,1
adapter256,5,D2Y2M4,pep,35,1
adapter256,5,D2Y2M4,propep,28,1
adapter256,5,D2Y2M5,pep,35,1
adapter256,5,D2Y2M5,propep,28,1
adapter256,5,D2Y2M6,pep,35,1
adapter256,5,D2Y2M6,propep,28,1
adapter256,5,D2Y2M8,pep,35,1
adapter256,5,D2Y2M8,propep,28,1
adapter256,5,D2Y2M9,pep,35,1
adapter256,5,D2Y2M9,propep,28,1
adapter256,5,D2Y2N0,pep,35,1
adapter256,5,D2Y2N0,propep,28,1
adapter256,5,D2Y2N1,pep,35,1
adapter256,5,D2Y2N1,propep,28,1
adapter256,5,D2Y2N2,pep,35,1
adapter256,5,D2Y2N2,propep,28,1
adapter256,5,D2Y2N3,pep,35,1
adapter256,5,D2Y2N3,propep,28,1
adapter256,5,D2Y2N4,pep,35,1
adapter256,5,D2Y2N4,propep,28,1
adapter256,5,D2Y2N5,pep,35,1
adapter256,5,D2Y2N5,propep,28,1
adapter256,5,D2Y2N6,pep,35,1
adapter256,5,D2Y2N6,propep,28,1
adapter256,5,D2Y2N7,pep,35,1
adapter256,5,D2Y2N7,propep,28,1
adapter256,5,D2Y2N9,propep,28,1
adapter256,5,D2Y2P0,propep,28,1
adapter256,5,D2Y2P1,propep,28,1
adapter256,5,D2Y2P2,propep,28,1
adapter256,5,D3ZTT2,propep,24,1
adapter256,5,D4B388,propep,24,1
adapter256,5,D5J9S0,pep,46,0
adapter256,5,D5J9S0,propep,19,0
adapter256,5,D5KXH3,propep,9,1
adapter256,5,D9IX97,propep,37,0
adapter256,5,E2A3M7,pep,10,1
adapter256,5,E2E4L2,propep,32,1
adapter256,5,E2S064,pep,35,1
adapter256,5,E2S064,propep,18,1
adapter256,5,E5KIB6,pep,22,1
adapter256,5,E5KIB6,propep,42,1
adapter256,5,F1N5C8,propep,24,1
adapter256,5,F1R4U0,propep,20,1
adapter256,5,F4IVN9,propep,25,1
adapter256,5,F4JL85,propep,20,1
adapter256,5,F4K6R7,propep,29,0
adapter256,5,F4KB79,pep,16,1
adapter256,5,F4KB79,propep,49,0
adapter256,5,F4KB79,propep,6,1
adapter256,5,F5CPE8,propep,45,0
adapter256,5,F5CPE8,propep,11,0
adapter256,5,F6KSI8,pep,39,0
adapter256,5,G1UBC2,propep,21,1
adapter256,5,G3MU46,pep,11,0
adapter256,5,G3MU46,pep,12,1
adapter256,5,G3MU46,pep,31,0
adapter256,5,G3MU46,propep,5,0
adapter256,5,G3MU46,propep,8,1
adapter256,5,G3MU46,propep,22,0
adapter256,5,H3BJG9,propep,24,0
adapter256,5,I1S2N3,propep,17,0
adapter256,5,K7LFJ0,pep,8,0
adapter256,5,K7LSB9,pep,8,0
adapter256,5,L0GCJ6,pep,18,0
adapter256,5,L0GCJ6,propep,45,0
adapter256,5,M1E1F0,pep,35,0
adapter256,5,M1E1F0,propep,19,0
adapter256,5,M1E1F1,pep,31,0
adapter256,5,M1E1F1,propep,17,0
adapter256,5,O00451,propep,20,1
adapter256,5,O04500,propep,25,1
adapter256,5,O08619,propep,37,1
adapter256,5,O08842,propep,21,1
adapter256,5,O09164,propep,9,0
adapter256,5,O09209,pep,35,0
adapter256,5,O09209,pep,21,1
adapter256,5,O09209,propep,24,0
adapter256,5,O13035,propep,43,1
adapter256,5,O13035,propep,50,0
adapter256,5,O13035,propep,30,0
adapter256,5,O13035,propep,11,0
adapter256,5,O13035,propep,39,1
adapter256,5,O13156,propep,39,0
adapter256,5,O13157,propep,20,1
adapter256,5,O13351,propep,6,1
adapter256,5,O14669,propep,26,0
adapter256,5,O18492,pep,23,0
adapter256,5,O18492,propep,10,1
adapter256,5,O18492,propep,27,0
adapter256,5,O18493,pep,23,0
adapter256,5,O18493,propep,10,1
adapter256,5,O18493,propep,27,0
adapter256,5,O18641,pep,24,0
adapter256,5,O18641,pep,7,1
adapter256,5,O18641,pep,18,1
adapter256,5,O18641,pep,33,0
adapter256,5,O18641,pep,8,1
adapter256,5,O18641,propep,44,1
adapter256,5,O18641,propep,23,1
adapter256,5,O18794,pep,36,0
adapter256,5,O18794,propep,11,0
adapter256,5,O18811,pep,22,1
adapter256,5,O18815,pep,38,1
adapter256,5,O18845,pep,22,1
adapter256,5,O23006,propep,32,1
adapter256,5,O31422,pep,26,0
adapter256,5,O31422,propep,29,1
adapter256,5,O32388,propep,28,1
adapter256,5,O35118,propep,26,1
adapter256,5,O44662,pep,7,0
adapter256,5,O44662,pep,8,0
adapter256,5,O44662,pep,8,0
adapter256,5,O44662,pep,5,0
adapter256,5,O44662,pep,6,0
adapter256,5,O44662,pep,7,0
adapter256,5,O44663,pep,7,0
adapter256,5,O44663,pep,8,0
adapter256,5,O44663,pep,5,0
adapter256,5,O44663,pep,5,0
adapter256,5,O44663,pep,7,0
adapter256,5,O44664,pep,7,0
adapter256,5,O44664,pep,8,0
adapter256,5,O44664,pep,6,0
adapter256,5,O44664,pep,6,0
adapter256,5,O44664,pep,6,0
adapter256,5,O44664,pep,6,0
adapter256,5,O44665,pep,7,0
adapter256,5,O44665,pep,8,0
adapter256,5,O44665,pep,6,0
adapter256,5,O44665,pep,6,0
adapter256,5,O44665,pep,6,0
adapter256,5,O45027,pep,7,1
adapter256,5,O45027,pep,18,1
adapter256,5,O45027,pep,33,0
adapter256,5,O45027,pep,8,1
adapter256,5,O45027,propep,44,1
adapter256,5,O45027,propep,23,1
adapter256,5,O46617,pep,22,0
adapter256,5,O60609,propep,26,1
adapter256,5,O61016,propep,9,1
adapter256,5,O61271,pep,27,1
adapter256,5,O61271,pep,21,1
adapter256,5,O61271,propep,19,1
adapter256,5,O62697,pep,41,1
adapter256,5,O62820,pep,22,1
adapter256,5,O70176,pep,48,1
adapter256,5,O70176,pep,38,1
adapter256,5,O75326,propep,18,0
adapter256,5,O76198,propep,44,1
adapter256,5,O76818,pep,27,0
adapter256,5,O76818,pep,25,0
adapter256,5,O76818,pep,19,0
adapter256,5,O76818,pep,7,1
adapter256,5,O76818,pep,18,1
adapter256,5,O76818,pep,33,0
adapter256,5,O76818,pep,8,1
adapter256,5,O76818,pep,14,0
adapter256,5,O76818,propep,8,0
adapter256,5,O81003,pep,5,1
adapter256,5,O81003,propep,5,1
adapter256,5,O81277,pep,5,1
adapter256,5,O81277,propep,5,0
adapter256,5,O82227,propep,26,1
adapter256,5,O89117,pep,37,0
adapter256,5,O89117,propep,11,0
adapter256,5,O93512,propep,28,1
adapter256,5,O94549,propep,20,0
adapter256,5,O95399,pep,11,1
adapter256,5,O97395,pep,23,0
adapter256,5,O97395,propep,12,1
adapter256,5,O97395,propep,28,0
adapter256,5,O97946,pep,38,0
adapter256,5,O97946,propep,6,0
adapter256,5,O97980,pep,10,0
adapter256,5,P00273,pep,36,0
adapter256,5,P00488,propep,37,1
adapter256,5,P01165,pep,13,0
adapter256,5,P01203,pep,5,1
adapter256,5,P01205,pep,5,1
adapter256,5,P01282,pep,42,1
adapter256,5,P01282,pep,28,1
adapter256,5,P01282,propep,15,1
adapter256,5,P01283,pep,42,1
adapter256,5,P01283,pep,28,1
adapter256,5,P01283,propep,15,1
adapter256,5,P01284,pep,27,1
adapter256,5,P01284,pep,28,1
adapter256,5,P01298,pep,36,1
adapter256,5,P01298,pep,20,0
adapter256,5,P01298,propep,7,0
adapter256,5,P01299,pep,36,1
adapter256,5,P01299,pep,20,0
adapter256,5,P01299,propep,5,0
adapter256,5,P01300,pep,36,1
adapter256,5,P01300,pep,19,0
adapter256,5,P01301,pep,36,1
adapter256,5,P01301,pep,20,0
adapter256,5,P01302,pep,36,1
adapter256,5,P01302,pep,21,1
adapter256,5,P01302,pep,39,1
adapter256,5,P01303,pep,36,1
adapter256,5,P01303,pep,30,1
adapter256,5,P01304,pep,36,1
adapter256,5,P01307,pep,22,1
adapter256,5,P01347,pep,35,0
adapter256,5,P01347,pep,24,1
adapter256,5,P01348,pep,32,0
adapter256,5,P01348,pep,22,1
adapter256,5,P01349,pep,20,0
adapter256,5,P01349,pep,24,0
adapter256,5,P01364,pep,26,0
adapter256,5,P01364,pep,12,0
adapter256,5,P01364,pep,43,0
adapter256,5,P02814,pep,38,0
adapter256,5,P02866,propep,15,0
adapter256,5,P02866,propep,9,0
adapter256,5,P02870,propep,7,0
adapter256,5,P02870,propep,6,0
adapter256,5,P02873,propep,7,0
adapter256,5,P02896,propep,23,1
adapter256,5,P04058,propep,22,1
adapter256,5,P04090,pep,29,1
adapter256,5,P04090,pep,24,1
adapter256,5,P04279,pep,31,0
adapter256,5,P04566,pep,27,1
adapter256,5,P04566,pep,28,1
adapter256,5,P04808,pep,31,1
adapter256,5,P04808,pep,23,1
adapter256,5,P05140,propep,17,1
adapter256,5,P05161,propep,8,1
adapter256,5,P05186,propep,23,1
adapter256,5,P05187,propep,29,1
adapter256,5,P05408,pep,13,0
adapter256,5,P05657,propep,9,1
adapter256,5,P05834,propep,26,0
adapter256,5,P06303,pep,36,1
adapter256,5,P06303,pep,30,0
adapter256,5,P06884,pep,36,1
adapter256,5,P06884,pep,20,0
adapter256,5,P07140,propep,30,1
adapter256,5,P07224,propep,17,1
adapter256,5,P07225,propep,17,1
adapter256,5,P07602,propep,43,1
adapter256,5,P07602,propep,36,1
adapter256,5,P07602,propep,12,0
adapter256,5,P07602,propep,38,0
adapter256,5,P07662,propep,9,0
adapter256,5,P07692,propep,23,1
adapter256,5,P07808,pep,36,1
adapter256,5,P07808,pep,30,1
adapter256,5,P07987,propep,6,1
adapter256,5,P08289,propep,23,1
adapter256,5,P08697,propep,12,0
adapter256,5,P08947,pep,9,0
adapter256,5,P08947,propep,18,0
adapter256,5,P08947,propep,30,1
adapter256,5,P08948,pep,9,1
adapter256,5,P08948,propep,18,1
adapter256,5,P08948,propep,30,1
adapter256,5,P08950,pep,11,1
adapter256,5,P08950,propep,20,1
adapter256,5,P08950,propep,21,0
adapter256,5,P09040,pep,7,0
adapter256,5,P09040,pep,9,1
adapter256,5,P09040,pep,14,0
adapter256,5,P09040,propep,40,0
